league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,season_start,stat_type
ENG-Premier League,2019/20,Liverpool,Neco Williams,WAL,DF,18,2001,6,230,38,6.7,2.6,3,66,0,3,11,9,2.17,5,3,2,0.78,-0.63,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Rhian Brewster,ENG,"FW,MF",19,2000,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Roberto Firmino,BRA,FW,27,1991,38,2988,79,87.4,33.2,34,84,14,4,33,0,2.61,75,26,49,1.48,0.85,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Sadio Mané,SEN,FW,27,1992,35,2747,78,80.3,30.5,31,85,19,4,26,1,2.57,66,28,38,1.24,-0.63,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Takumi Minamino,JPN,FW,24,1995,10,249,25,7.3,2.8,2,54,0,8,18,7,1.9,4,2,2,0.72,-0.7,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Trent Alexander-Arnold,ENG,DF,20,1998,38,3175,84,92.8,35.3,35,88,31,3,26,0,2.61,80,31,49,1.39,0.29,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Virgil van Dijk,NED,DF,28,1991,38,3420,90,100.0,38.0,38,90,38,0,,0,2.61,85,33,52,1.37,,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Xherdan Shaqiri,SUI,MF,27,1991,7,185,26,5.4,2.1,2,80,1,5,5,10,2.57,6,2,4,1.95,0.61,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Angeliño,ESP,DF,22,1997,6,423,71,12.4,4.7,4,90,4,2,32,9,2.0,11,7,4,0.85,-1.04,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Aymeric Laporte,ESP,DF,25,1994,15,1097,73,32.1,12.2,14,76,6,1,30,2,2.47,36,5,31,2.54,1.15,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Benjamin Mendy,FRA,DF,25,1994,19,1492,79,43.6,16.6,18,82,12,1,14,8,2.32,49,13,36,2.17,0.72,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Bernardo Silva,POR,"FW,MF",24,1994,34,2030,60,59.4,22.6,23,80,13,11,18,3,2.03,58,24,34,1.51,-0.63,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Claudio Bravo,CHI,GK,36,1983,4,347,87,10.1,3.9,3,90,3,1,77,27,1.5,7,7,0,0.0,-1.96,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Cole Palmer,ENG,"FW,MF",17,2002,0,,,,,0,,0,0,,2,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Manchester City,David Silva,ESP,MF,33,1986,27,1826,68,53.4,20.3,22,79,10,5,18,6,2.22,58,15,43,2.12,0.76,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Ederson Moraes,BRA,GK,25,1993,35,3071,88,89.8,34.1,35,88,34,0,,0,2.14,95,28,67,1.96,1.96,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Eric García,ESP,DF,18,2001,13,793,61,23.2,8.8,8,82,6,5,27,7,2.54,24,7,17,1.93,0.22,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Fernandinho,BRA,DF,34,1985,30,2397,80,70.1,26.6,26,87,21,4,35,6,2.07,63,26,37,1.39,-1.25,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Gabriel Jesus,BRA,FW,22,1997,34,2030,60,59.4,22.6,21,81,12,13,26,1,2.12,63,14,49,2.17,1.01,2019,playing_time
ENG-Premier League,2019/20,Manchester City,John Stones,ENG,DF,25,1994,16,1122,70,32.8,12.5,12,87,11,4,19,5,2.19,33,16,17,1.36,-0.59,2019,playing_time
ENG-Premier League,2019/20,Manchester City,João Cancelo,POR,DF,25,1994,17,1208,71,35.3,13.4,13,87,12,4,21,17,2.18,35,11,24,1.79,0.04,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Kevin De Bruyne,BEL,MF,28,1991,35,2791,80,81.6,31.0,32,84,20,3,32,1,2.23,87,22,65,2.1,1.81,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Kyle Walker,ENG,DF,29,1990,29,2392,82,69.9,26.6,28,84,22,1,45,7,2.14,75,24,51,1.92,0.52,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Leroy Sané,GER,"FW,MF",23,1996,1,12,12,0.4,0.1,0,,0,1,12,2,3.0,0,0,0,0.0,-1.77,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Nicolás Otamendi,ARG,DF,31,1988,24,1715,71,50.1,19.1,18,88,17,6,21,12,2.04,51,21,30,1.57,-0.38,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Oleksandr Zinchenko,UKR,DF,22,1996,19,1276,67,37.3,14.2,13,87,11,6,25,5,1.95,34,13,21,1.48,-0.45,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Phil Foden,ENG,"FW,MF",19,2000,23,901,39,26.3,10.0,9,76,4,14,16,13,2.65,34,7,27,2.7,1.27,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Raheem Sterling,ENG,"FW,MF",24,1994,33,2651,80,77.5,29.5,30,86,19,3,25,3,2.0,71,31,40,1.36,-1.8,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Riyad Mahrez,ALG,"FW,MF",28,1991,33,1944,59,56.8,21.6,21,79,12,12,23,5,2.09,65,15,50,2.31,1.28,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Rodri,ESP,MF,23,1996,35,2486,71,72.7,27.6,29,82,21,6,16,1,2.14,76,27,49,1.77,0.04,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Scott Carson,ENG,GK,33,1985,0,,,,,0,,0,0,,10,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Sergio Agüero,ARG,FW,31,1988,24,1452,61,42.5,16.1,18,75,8,6,16,2,2.08,43,18,25,1.55,-0.37,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Taylor Harwood-Bellis,ENG,DF,17,2002,0,,,,,0,,0,0,,2,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Manchester City,Tommy Doyle,ENG,MF,17,2001,1,16,16,0.5,0.2,0,,0,1,16,5,3.0,1,0,1,5.63,3.88,2019,playing_time
ENG-Premier League,2019/20,Manchester City,İlkay Gündoğan,GER,MF,28,1990,31,2020,65,59.1,22.4,21,84,16,10,25,5,2.03,50,28,22,0.98,-1.91,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Aaron Wan-Bissaka,COD,"DF,MF",21,1997,35,3070,88,89.8,34.1,34,89,32,1,45,1,1.77,63,33,30,0.88,0.88,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Andreas Pereira,BRA,MF,23,1996,25,1484,59,43.4,16.5,18,76,5,7,16,7,1.72,24,16,8,0.49,-0.54,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Angel Gomes,ENG,"FW,MF",18,2000,2,21,11,0.6,0.2,0,,0,2,11,3,1.5,0,1,-1,-4.29,-5.11,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Anthony Martial,FRA,FW,23,1995,32,2624,82,76.7,29.2,31,84,14,1,7,0,1.81,56,27,29,0.99,0.88,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Ashley Young,ENG,"DF,MF",34,1985,12,955,80,27.9,10.6,10,90,9,2,30,8,1.5,12,10,2,0.19,-0.83,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Axel Tuanzebe,COD,DF,21,1997,5,189,38,5.5,2.1,2,90,2,3,3,9,1.6,1,3,-2,-0.95,-1.84,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Brandon Williams,ENG,"DF,MF",18,2000,17,1006,59,29.4,11.2,11,84,6,6,14,12,1.76,20,11,9,0.81,0.02,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Bruno Fernandes,POR,MF,24,1994,14,1186,85,34.7,13.2,14,85,7,0,,0,2.29,28,6,22,1.67,1.35,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Daniel James,WAL,"MF,FW",21,1997,33,2287,69,66.9,25.4,26,84,15,7,15,4,1.67,33,29,4,0.16,-1.91,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,David de Gea,ESP,GK,28,1990,38,3420,90,100.0,38.0,38,90,38,0,,0,1.74,66,36,30,0.79,,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Diogo Dalot,POR,DF,20,1999,4,67,17,2.0,0.7,1,59,0,3,3,4,1.0,0,1,-1,-1.34,-2.18,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Eric Bailly,CIV,DF,25,1994,4,150,38,4.4,1.7,1,90,1,3,20,10,2.5,5,1,4,2.4,1.68,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Fred,BRA,MF,26,1993,29,2163,75,63.2,24.0,23,88,21,6,22,5,1.66,35,26,9,0.37,-1.13,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Harry Maguire,ENG,DF,26,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.74,66,36,30,0.79,,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,James Garner,ENG,MF,18,2001,1,9,9,0.3,0.1,0,,0,1,9,6,3.0,0,1,-1,-10.0,-10.82,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Jesse Lingard,ENG,MF,26,1992,22,935,43,27.3,10.4,9,72,0,13,22,4,1.55,16,14,2,0.19,-0.82,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Juan Mata,ESP,MF,31,1988,19,758,40,22.2,8.4,8,78,2,11,12,19,1.26,9,8,1,0.12,-0.86,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Lee Grant,ENG,GK,36,1983,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Luke Shaw,ENG,DF,24,1995,24,1733,72,50.7,19.3,20,85,15,4,10,0,1.79,38,15,23,1.19,0.82,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Marcos Rojo,ARG,DF,29,1990,3,122,41,3.6,1.4,1,90,1,2,16,5,1.33,1,2,-1,-0.74,-1.58,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Marcus Rashford,ENG,"MF,FW",21,1997,31,2643,85,77.3,29.4,31,85,19,0,,0,1.77,56,29,27,0.92,0.57,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Mason Greenwood,ENG,"MF,FW",17,2001,31,1320,43,38.6,14.7,12,79,3,19,19,6,1.61,35,13,22,1.5,1.16,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Nemanja Matić,SRB,MF,30,1988,21,1581,75,46.2,17.6,18,84,13,3,21,6,1.95,36,13,23,1.31,0.97,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Odion Ighalo,NGA,FW,30,1989,11,101,9,3.0,1.1,0,,0,11,9,2,2.45,3,0,3,2.67,1.94,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Paul Pogba,FRA,MF,26,1993,16,1204,75,35.2,13.4,13,85,10,3,33,0,1.88,31,9,22,1.64,1.32,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Phil Jones,ENG,DF,27,1992,2,135,68,3.9,1.5,2,68,1,0,,10,0.5,0,3,-3,-2.0,-2.9,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Scott McTominay,SCO,MF,22,1996,27,1772,66,51.8,19.7,20,84,13,7,14,2,1.85,28,20,8,0.41,-0.8,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Sergio Romero,ARG,GK,32,1987,0,,,,,0,,0,0,,35,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Tahith Chong,CUW,"FW,MF",19,1999,3,37,12,1.1,0.4,0,,0,3,12,4,2.0,0,0,0,0.0,-0.8,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Timothy Fosu-Mensah,NED,DF,21,1998,3,136,45,4.0,1.5,2,68,1,1,1,0,2.33,3,1,2,1.32,0.56,2019,playing_time
ENG-Premier League,2019/20,Manchester Utd,Victor Lindelöf,SWE,DF,25,1994,35,3092,88,90.4,34.4,35,88,33,0,,0,1.8,61,32,29,0.84,0.57,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Allan Saint-Maximin,FRA,MF,22,1997,26,1863,72,54.5,20.7,23,79,9,3,18,1,1.46,26,22,4,0.19,1.58,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Andy Carroll,ENG,FW,30,1989,19,632,33,18.5,7.0,4,85,3,15,19,2,1.53,9,10,-1,-0.14,0.47,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Christian Atsu,GHA,MF,27,1992,19,749,39,21.9,8.3,6,82,3,13,20,9,1.11,4,15,-11,-1.32,-1.02,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Ciaran Clark,IRL,DF,29,1989,14,1186,85,34.7,13.2,14,85,11,0,,4,1.64,13,14,-1,-0.08,0.69,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Danny Rose,ENG,DF,29,1990,11,863,78,25.2,9.6,10,85,7,1,12,2,0.91,7,14,-7,-0.73,-0.27,2019,playing_time
ENG-Premier League,2019/20,Newcastle,DeAndre Yedlin,USA,"DF,MF",26,1993,16,938,59,27.4,10.4,10,83,8,6,19,9,1.25,9,18,-9,-0.86,-0.46,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Dwight Gayle,ENG,FW,28,1990,20,850,43,24.9,9.4,10,68,2,10,17,7,0.8,14,15,-1,-0.11,0.56,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Emil Krafth,SWE,DF,24,1994,17,1020,60,29.8,11.3,11,84,7,6,16,14,1.12,13,23,-10,-0.88,-0.51,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Fabian Schär,SUI,DF,27,1991,22,1672,76,48.9,18.6,18,89,15,4,18,10,0.82,14,38,-24,-1.29,-1.5,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Federico Fernández,ARG,DF,30,1989,32,2620,82,76.6,29.1,29,89,28,3,9,4,1.25,33,42,-9,-0.31,0.93,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Florian Lejeune,FRA,DF,28,1991,6,442,74,12.9,4.9,4,86,3,2,50,6,0.83,5,10,-5,-1.02,-0.56,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Isaac Hayden,JAM,MF,24,1995,29,2223,77,65.0,24.7,26,83,20,3,19,2,1.34,27,32,-5,-0.2,0.93,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Jack Young,ENG,MF,18,2000,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Jamaal Lascelles,ENG,DF,25,1993,24,2076,87,60.7,23.1,24,87,21,0,,0,1.33,24,31,-7,-0.3,0.57,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Javier Manquillo,ESP,"DF,MF",25,1994,21,1599,76,46.8,17.8,18,85,15,3,21,5,1.19,19,21,-2,-0.11,0.78,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Jetro Willems,NED,"DF,MF",25,1994,19,1493,79,43.7,16.6,18,81,12,1,37,2,1.21,18,24,-6,-0.36,0.29,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Joelinton,BRA,"FW,MF",22,1996,38,2683,71,78.5,29.8,32,79,11,6,25,0,1.16,23,46,-23,-0.77,-1.14,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Jonjo Shelvey,ENG,MF,27,1992,26,2119,82,62.0,23.5,25,85,19,1,6,6,1.31,29,34,-5,-0.21,0.83,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Karl Darlow,WAL,GK,28,1990,0,,,,,0,,0,0,,37,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Kelland Watts,ENG,DF,19,1999,1,17,17,0.5,0.2,0,,0,1,17,2,0.0,0,1,-1,-5.29,-4.79,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Ki Sung-yueng,KOR,MF,30,1989,3,137,46,4.0,1.5,1,73,0,2,32,2,0.33,0,6,-6,-3.94,-3.56,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Liam Gibson,ENG,"DF,MF",22,1997,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Martin Dúbravka,SVK,GK,30,1989,38,3420,90,100.0,38.0,38,90,38,0,,0,1.16,38,58,-20,-0.53,,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Matt Ritchie,SCO,"MF,DF",29,1989,18,1315,73,38.5,14.6,14,84,9,4,34,2,1.0,11,19,-8,-0.55,-0.03,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Matthew Longstaff,ENG,MF,19,2000,9,575,64,16.8,6.4,6,90,5,3,12,13,1.0,7,11,-4,-0.63,-0.12,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Miguel Almirón,PAR,"MF,FW",25,1994,36,3021,84,88.3,33.6,35,85,21,1,58,1,1.22,35,48,-13,-0.39,1.19,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Nabil Bentaleb,ALG,MF,24,1994,12,751,63,22.0,8.3,8,84,6,4,20,2,0.83,7,16,-9,-1.08,-0.71,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Paul Dummett,WAL,DF,27,1991,16,1228,77,35.9,13.6,14,82,11,2,38,3,1.38,14,20,-6,-0.44,0.14,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Rob Elliot,IRL,GK,33,1986,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Sean Longstaff,ENG,MF,21,1997,23,1378,60,40.3,15.3,14,84,11,9,23,3,1.13,14,26,-12,-0.78,-0.43,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Thomas Allan,ENG,MF,19,1999,0,,,,,0,,0,0,,4,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Valentino Lazaro,AUT,"MF,DF",23,1996,13,480,37,14.0,5.3,4,79,1,9,18,0,1.0,4,13,-9,-1.69,-1.35,2019,playing_time
ENG-Premier League,2019/20,Newcastle,Yoshinori Mutō,JPN,MF,27,1992,8,212,27,6.2,2.4,2,67,1,6,13,9,0.5,1,7,-6,-2.55,-2.15,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Adam Idah,IRL,FW,18,2001,12,228,19,6.7,2.5,1,64,0,11,15,5,0.08,0,9,-9,-3.55,-2.42,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Akin Famewo,ENG,DF,20,1998,1,1,1,0.0,0.0,0,,0,1,1,2,0.0,0,0,0,0.0,1.29,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Alexander Tettey,NOR,"MF,DF",33,1986,30,2338,78,68.4,26.0,28,82,13,2,25,3,0.67,17,46,-29,-1.12,0.55,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Archie Mair,SCO,GK,18,2001,0,,,,,0,,0,0,,2,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Ben Godfrey,ENG,DF,21,1998,30,2644,88,77.3,29.4,30,88,28,0,,1,0.6,21,62,-41,-1.4,-0.47,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Christoph Zimmermann,GER,DF,26,1993,17,1430,84,41.8,15.9,16,87,15,1,45,1,0.65,13,27,-14,-0.88,0.7,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Daniel Adshead,ENG,MF,17,2001,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Dennis Srbeny,GER,"FW,MF",25,1994,8,47,6,1.4,0.5,0,,0,8,6,10,0.88,2,1,1,1.91,3.25,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Emi Buendía,ARG,MF,22,1996,36,2464,68,72.0,27.4,28,83,19,8,16,0,0.58,21,52,-31,-1.13,0.56,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Grant Hanley,SCO,DF,27,1991,15,1262,84,36.9,14.0,14,89,13,1,13,3,0.8,12,25,-13,-0.93,0.57,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Ibrahim Amadou,FRA,"DF,MF",26,1993,11,759,69,22.2,8.4,8,84,7,3,28,9,0.73,8,20,-12,-1.42,-0.17,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Jamal Lewis,NIR,DF,21,1998,28,2304,82,67.4,25.6,25,88,21,3,31,9,0.39,14,56,-42,-1.64,-1.08,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Jordan Thomas,ENG,DF,18,2001,1,1,1,0.0,0.0,0,,0,1,1,3,0.0,0,0,0,0.0,1.29,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Josh Martin,ENG,MF,17,2001,5,37,7,1.1,0.4,0,,0,5,7,3,0.0,0,2,-2,-4.86,-3.61,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Josip Drmić,SUI,FW,26,1992,21,647,31,18.9,7.2,5,73,1,16,18,4,0.43,1,11,-10,-1.39,-0.13,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Kenny McLean,SCO,MF,27,1992,37,2968,80,86.8,33.0,32,90,29,5,19,1,0.49,17,62,-45,-1.36,-0.57,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Lukas Rupp,GER,MF,28,1991,12,695,58,20.3,7.7,8,79,1,4,15,4,0.58,2,18,-16,-2.07,-0.98,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Marco Stiepermann,GER,MF,28,1991,24,1180,49,34.5,13.1,14,73,0,10,16,10,0.5,13,32,-19,-1.45,-0.24,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Mario Vrančić,BIH,MF,30,1989,20,636,32,18.6,7.1,6,79,2,14,12,9,0.35,5,19,-14,-1.98,-0.85,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Max Aarons,ENG,DF,19,2000,36,3240,90,94.7,36.0,36,90,36,0,,0,0.5,23,71,-48,-1.33,-0.83,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Michael McGovern,NIR,GK,35,1984,2,159,80,4.6,1.8,1,90,1,1,69,18,0.0,1,6,-5,-2.83,-1.62,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Moritz Leitner,GER,MF,26,1992,9,685,76,20.0,7.6,7,82,4,2,56,4,0.44,7,16,-9,-1.18,0.13,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Ondrej Duda,SVK,MF,24,1994,10,724,72,21.2,8.0,9,79,3,1,11,3,0.7,3,9,-6,-0.75,0.69,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Onel Hernández,CUB,MF,26,1993,26,1384,53,40.5,15.4,14,83,6,12,19,2,0.35,10,32,-22,-1.43,-0.24,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Patrick Roberts,ENG,"FW,MF",22,1997,3,26,9,0.8,0.3,0,,0,3,9,4,0.0,1,2,-1,-3.46,-2.19,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Philip Heise,GER,"DF,MF",28,1991,0,,,,,0,,0,0,,2,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Ralf Fährmann,GER,GK,30,1988,1,21,21,0.6,0.2,1,21,0,0,,19,0.0,0,1,-1,-4.29,-3.01,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Sam Byram,ENG,DF,25,1993,17,1293,76,37.8,14.4,15,84,13,2,13,9,0.94,15,23,-8,-0.56,1.18,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Teemu Pukki,FIN,FW,29,1990,36,2886,80,84.4,32.1,33,86,22,3,19,1,0.58,24,59,-35,-1.09,1.27,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Tim Krul,NED,GK,31,1988,36,3240,90,94.7,36.0,36,90,36,0,,0,0.58,25,68,-43,-1.19,1.81,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Timm Klose,SUI,DF,31,1988,7,585,84,17.1,6.5,7,84,6,0,,1,0.0,1,13,-12,-1.85,-0.67,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Todd Cantwell,ENG,MF,21,1998,37,2489,67,72.8,27.7,30,79,9,7,16,0,0.57,18,53,-35,-1.27,0.09,2019,playing_time
ENG-Premier League,2019/20,Norwich City,Tom Trybull,GER,MF,26,1993,16,1130,71,33.0,12.6,14,77,4,2,29,14,0.63,12,26,-14,-1.12,0.26,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Ben Osborn,ENG,MF,24,1994,13,594,46,17.4,6.6,6,77,4,7,19,17,2.08,9,4,5,0.76,0.92,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Billy Sharp,ENG,FW,33,1986,25,1051,42,30.7,11.7,10,68,0,15,25,11,1.16,11,10,1,0.09,0.12,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Callum Robinson,IRL,FW,24,1995,16,676,42,19.8,7.5,9,65,2,7,12,7,1.06,7,6,1,0.13,0.17,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Chris Basham,ENG,DF,31,1988,38,3242,85,94.8,36.0,38,85,25,0,,0,1.42,33,37,-4,-0.11,-2.13,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,David McGoldrick,IRL,FW,31,1987,28,1815,65,53.1,20.2,22,76,6,6,23,1,1.43,23,18,5,0.25,0.53,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Dean Henderson,ENG,GK,22,1997,36,3240,90,94.7,36.0,36,90,36,0,,0,1.47,36,33,3,0.08,1.58,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Enda Stevens,IRL,MF,29,1990,38,3345,88,97.8,37.2,38,88,36,0,,0,1.42,39,39,0,0.0,0.0,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,George Baldock,GRE,MF,26,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.42,39,39,0,0.0,,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Jack O'Connell,ENG,DF,25,1994,33,2916,88,85.3,32.4,32,90,32,1,36,0,1.52,35,28,7,0.22,1.47,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Jack Robinson,ENG,DF,25,1993,6,504,84,14.7,5.6,6,84,5,0,,5,0.83,4,11,-7,-1.25,-1.47,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Jack Rodwell,ENG,"DF,MF",28,1991,1,16,16,0.5,0.2,0,,0,1,16,7,1.0,1,0,1,5.63,5.65,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Jake Eastwood,ENG,GK,22,1996,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,John Egan,IRL,DF,26,1992,36,3187,89,93.2,35.4,36,89,34,0,,0,1.47,36,30,6,0.17,2.49,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,John Fleck,SCO,MF,27,1991,30,2516,84,73.6,28.0,28,87,26,2,38,0,1.3,26,30,-4,-0.14,-0.54,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,John Lundstram,ENG,MF,25,1994,34,2458,72,71.9,27.3,26,87,21,8,25,1,1.38,27,29,-2,-0.07,-0.26,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Kieron Freeman,WAL,"DF,MF",27,1992,2,7,4,0.2,0.1,0,,0,2,4,11,1.5,0,0,0,0.0,0.0,2019,playing_time
