league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,season_start,stat_type
ENG-Premier League,2020/21,Everton,Jonjoe Kenny,ENG,DF,23,1997,0.9,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,Jordan Pickford,ENG,GK,26,1994,30.5,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,Joshua King,NOR,"FW,MF",28,1992,1.6,0,3,1,33.3,1.82,0.61,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,João Virgínia,POR,GK,20,1999,0.5,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,Lucas Digne,FRA,"DF,MF",27,1993,29.8,0,13,0,0.0,0.44,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,Mason Holgate,JAM,DF,23,1996,25.4,1,5,3,60.0,0.2,0.12,0.2,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,Michael Keane,ENG,DF,27,1993,33.2,3,16,6,37.5,0.48,0.18,0.19,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,Moise Kean,ITA,FW,20,2000,0.2,0,1,0,0.0,6.0,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,Nathan Broadhead,WAL,"FW,MF",22,1998,0.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,Niels Nkounkou,FRA,DF,19,2000,0.9,0,1,0,0.0,1.11,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,Richarlison,BRA,"FW,MF",23,1997,31.8,7,81,32,39.5,2.55,1.01,0.09,0.22,1,1,2020,shooting
ENG-Premier League,2020/21,Everton,Robin Olsen,SWE,GK,30,1990,7.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,Séamus Coleman,IRL,"DF,MF",31,1988,17.9,0,12,4,33.3,0.67,0.22,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,Theo Walcott,ENG,"FW,MF",31,1989,0.1,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,Tom Davies,ENG,MF,22,1998,15.8,0,7,0,0.0,0.44,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Everton,Yerry Mina,COL,DF,25,1994,21.5,2,17,4,23.5,0.79,0.19,0.12,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Aboubakar Kamara,MTN,"MF,FW",25,1995,3.5,0,4,2,50.0,1.14,0.57,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Ademola Lookman,NGA,"MF,FW",22,1997,30.5,4,70,23,32.9,2.29,0.75,0.06,0.17,0,1,2020,shooting
ENG-Premier League,2020/21,Fulham,Aleksandar Mitrović,SRB,FW,25,1994,15.6,3,59,20,33.9,3.79,1.28,0.05,0.15,1,2,2020,shooting
ENG-Premier League,2020/21,Fulham,Alphonse Areola,FRA,GK,27,1993,36.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Antonee Robinson,USA,"DF,MF",22,1997,24.0,0,10,4,40.0,0.42,0.17,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Bobby De Cordova-Reid,JAM,"MF,FW",27,1993,26.4,5,34,9,26.5,1.29,0.34,0.15,0.56,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Denis Odoi,GHA,DF,32,1988,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Fabio Carvalho,POR,"FW,MF",17,2002,2.8,1,9,5,55.6,3.18,1.76,0.11,0.2,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Frank Anguissa,CMR,MF,24,1995,28.7,0,34,9,26.5,1.18,0.31,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Harrison Reed,ENG,MF,25,1995,25.0,0,13,4,30.8,0.52,0.16,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Ivan Cavaleiro,POR,"FW,MF",26,1993,27.5,3,47,17,36.2,1.71,0.62,0.06,0.18,1,2,2020,shooting
ENG-Premier League,2020/21,Fulham,Joachim Andersen,DEN,DF,24,1996,30.3,1,13,3,23.1,0.43,0.1,0.08,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Joe Bryan,ENG,"MF,DF",26,1993,7.4,1,8,2,25.0,1.08,0.27,0.13,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Josh Maja,NGA,FW,21,1998,9.0,3,21,8,38.1,2.33,0.89,0.14,0.38,1,1,2020,shooting
ENG-Premier League,2020/21,Fulham,Josh Onomah,ENG,MF,23,1997,4.2,0,6,1,16.7,1.44,0.24,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Kenny Tete,NED,"DF,MF",24,1995,16.5,0,7,1,14.3,0.43,0.06,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Marek Rodák,SVK,GK,23,1996,2.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Mario Lemina,GAB,MF,26,1993,18.9,1,19,2,10.5,1.0,0.11,0.05,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Maxime Le Marchand,FRA,DF,30,1989,1.4,0,1,0,0.0,0.73,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Michael Hector,JAM,DF,28,1992,2.9,0,1,0,0.0,0.34,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Neeskens Kebano,COD,MF,28,1992,1.3,0,6,0,0.0,4.54,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Ola Aina,NGA,DF,23,1996,29.6,2,14,4,28.6,0.47,0.14,0.14,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Ruben Loftus-Cheek,ENG,"MF,FW",24,1996,21.2,1,35,10,28.6,1.65,0.47,0.03,0.1,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Terence Kongolo,NED,DF,26,1994,1.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Tim Ream,USA,DF,32,1987,7.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Tom Cairney,SCO,MF,29,1991,8.4,1,12,5,41.7,1.42,0.59,0.08,0.2,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Tosin Adarabioyo,ENG,DF,22,1997,32.8,0,18,5,27.8,0.55,0.15,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Fulham,Tyrese Francois,AUS,MF,20,2000,0.2,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Diego Llorente,ESP,DF,26,1993,13.4,1,8,3,37.5,0.6,0.22,0.13,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Ezgjan Alioski,MKD,"DF,MF",28,1992,27.3,2,26,8,30.8,0.95,0.29,0.08,0.25,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Gaetano Berardi,SUI,DF,31,1988,1.3,0,1,0,0.0,0.8,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Hélder Costa,ANG,MF,26,1994,12.8,3,16,6,37.5,1.25,0.47,0.19,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Ian Poveda,ENG,"FW,MF",20,2000,3.9,0,5,3,60.0,1.27,0.76,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Illan Meslier,FRA,GK,20,2000,35.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Jack Harrison,ENG,MF,23,1996,31.6,8,46,20,43.5,1.45,0.63,0.17,0.4,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Jamie Shackleton,ENG,"MF,DF",20,1999,5.1,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Kalvin Phillips,ENG,MF,24,1995,27.0,1,15,5,33.3,0.56,0.19,0.07,0.2,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Kiko Casilla,ESP,GK,33,1986,3.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Leif Davis,ENG,"DF,MF",20,1999,0.4,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Liam Cooper,SCO,DF,28,1991,24.3,1,15,9,60.0,0.62,0.37,0.07,0.11,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Luke Ayling,ENG,DF,28,1991,37.8,0,24,6,25.0,0.64,0.16,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Mateusz Klich,POL,MF,30,1990,26.6,4,36,11,30.6,1.35,0.41,0.11,0.36,2,2,2020,shooting
ENG-Premier League,2020/21,Leeds United,Niall Huggins,WAL,DF,19,2000,0.4,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Pablo Hernández,ESP,MF,35,1985,4.7,0,15,3,20.0,3.16,0.63,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Pascal Struijk,NED,"DF,MF",20,1999,23.1,1,13,4,30.8,0.56,0.17,0.08,0.25,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Patrick Bamford,ENG,FW,26,1993,33.9,17,107,48,44.9,3.16,1.42,0.16,0.35,2,2,2020,shooting
ENG-Premier League,2020/21,Leeds United,Raphinha,BRA,MF,23,1996,26.2,6,67,24,35.8,2.56,0.92,0.09,0.25,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Robin Koch,GER,"DF,MF",24,1996,12.6,0,9,1,11.1,0.72,0.08,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Rodrigo,ESP,MF,29,1991,14.3,7,46,18,39.1,3.21,1.26,0.15,0.39,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Stuart Dallas,NIR,"MF,DF",29,1991,37.9,8,48,19,39.6,1.27,0.5,0.17,0.42,0,0,2020,shooting
ENG-Premier League,2020/21,Leeds United,Tyler Roberts,WAL,MF,21,1999,14.9,1,27,13,48.1,1.81,0.87,0.04,0.08,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Ayoze Pérez,ESP,"MF,FW",27,1993,14.8,2,31,13,41.9,2.1,0.88,0.06,0.15,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Cengiz Ünder,TUR,MF,23,1997,3.1,0,9,1,11.1,2.88,0.32,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Christian Fuchs,AUT,DF,34,1986,7.8,0,5,1,20.0,0.64,0.13,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Daniel Amartey,GHA,DF,25,1994,8.0,1,3,1,33.3,0.37,0.12,0.33,1.0,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Demarai Gray,JAM,"FW,MF",24,1996,0.2,0,1,0,0.0,4.74,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Dennis Praet,BEL,MF,26,1994,8.0,1,8,2,25.0,1.0,0.25,0.13,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Hamza Choudhury,BAN,MF,22,1997,3.5,0,4,1,25.0,1.14,0.28,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Harvey Barnes,ENG,MF,22,1997,21.6,9,56,26,46.4,2.59,1.2,0.16,0.35,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Islam Slimani,ALG,FW,32,1988,0.2,0,1,0,0.0,4.5,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,James Justin,ENG,"DF,MF",22,1998,23.0,2,9,3,33.3,0.39,0.13,0.22,0.67,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,James Maddison,ENG,MF,23,1996,23.3,8,75,23,30.7,3.22,0.99,0.11,0.35,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Jamie Vardy,ENG,FW,33,1987,31.6,15,83,38,45.8,2.63,1.2,0.18,0.39,8,9,2020,shooting
ENG-Premier League,2020/21,Leicester City,Jonny Evans,NIR,DF,32,1988,27.5,2,8,3,37.5,0.29,0.11,0.25,0.67,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Kasper Schmeichel,DEN,GK,33,1986,38.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Kelechi Iheanacho,NGA,FW,23,1996,16.2,12,59,25,42.4,3.64,1.54,0.2,0.48,0,1,2020,shooting
ENG-Premier League,2020/21,Leicester City,Khanya Leshabela,RSA,MF,20,1999,0.1,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Luke Thomas,ENG,"MF,DF",19,2001,10.8,1,7,3,42.9,0.65,0.28,0.14,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Marc Albrighton,ENG,MF,30,1989,19.4,1,21,9,42.9,1.08,0.46,0.05,0.11,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Nampalys Mendy,SEN,MF,28,1992,16.2,0,4,2,50.0,0.25,0.12,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Ricardo Pereira,POR,"MF,DF",26,1993,10.7,0,7,4,57.1,0.66,0.38,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Sidnei Tavares,,MF,18,2001,0.9,0,1,1,100.0,1.06,1.06,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Timothy Castagne,BEL,"DF,MF",24,1995,26.1,2,8,3,37.5,0.31,0.12,0.25,0.67,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Wes Morgan,JAM,DF,36,1984,0.2,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Wesley Fofana,FRA,DF,19,2000,25.1,0,11,2,18.2,0.44,0.08,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Wilfred Ndidi,NGA,"MF,DF",23,1996,24.2,1,16,1,6.3,0.66,0.04,0.06,1.0,0,0,2020,shooting
ENG-Premier League,2020/21,Leicester City,Youri Tielemans,BEL,MF,23,1997,37.3,6,48,20,41.7,1.29,0.54,0.13,0.3,2,2,2020,shooting
ENG-Premier League,2020/21,Leicester City,Çağlar Söyüncü,TUR,DF,24,1996,20.2,1,10,3,30.0,0.49,0.15,0.1,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Adrián,ESP,GK,33,1987,3.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Alex Oxlade-Chamberlain,ENG,"MF,FW",26,1993,2.8,1,8,4,50.0,2.85,1.42,0.13,0.25,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Alisson,BRA,GK,27,1992,33.0,1,1,1,100.0,0.03,0.03,1.0,1.0,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Andy Robertson,SCO,DF,26,1994,37.6,1,19,5,26.3,0.51,0.13,0.05,0.2,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Caoimhín Kelleher,IRL,GK,21,1998,2.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Curtis Jones,ENG,MF,19,2001,13.1,1,19,9,47.4,1.45,0.69,0.05,0.11,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Diogo Jota,POR,"FW,MF",23,1996,12.4,9,46,26,56.5,3.72,2.1,0.2,0.35,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Divock Origi,BEL,FW,25,1995,2.1,0,7,2,28.6,3.39,0.97,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Fabinho,BRA,"DF,MF",26,1993,28.5,0,12,1,8.3,0.42,0.04,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Georginio Wijnaldum,NED,MF,29,1990,32.7,2,31,9,29.0,0.95,0.28,0.06,0.22,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,James Milner,ENG,MF,34,1986,11.9,0,12,3,25.0,1.01,0.25,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Joe Gomez,ENG,DF,23,1997,6.6,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Jordan Henderson,ENG,"MF,DF",30,1990,18.9,1,14,6,42.9,0.74,0.32,0.07,0.17,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Joël Matip,CMR,DF,28,1991,7.7,1,5,2,40.0,0.65,0.26,0.2,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Kostas Tsimikas,GRE,DF,24,1996,0.1,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Mohamed Salah,EGY,FW,28,1992,34.2,22,126,54,42.9,3.68,1.58,0.17,0.41,6,6,2020,shooting
ENG-Premier League,2020/21,Liverpool,Naby Keïta,GUI,MF,25,1995,5.8,0,9,2,22.2,1.56,0.35,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Nathaniel Phillips,ENG,DF,23,1997,16.2,1,15,2,13.3,0.93,0.12,0.07,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Neco Williams,WAL,DF,19,2001,2.8,0,2,0,0.0,0.72,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Ozan Kabak,TUR,DF,20,2000,8.9,0,1,0,0.0,0.11,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Rhys Williams,ENG,DF,19,2001,7.3,0,7,0,0.0,0.95,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Roberto Firmino,BRA,FW,28,1991,31.5,9,83,34,41.0,2.63,1.08,0.11,0.26,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Sadio Mané,SEN,FW,28,1992,31.2,11,94,36,38.3,3.01,1.15,0.12,0.31,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Takumi Minamino,JPN,"MF,FW",25,1995,3.3,1,7,3,42.9,2.15,0.92,0.14,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Thiago Alcántara,ESP,MF,29,1991,20.6,1,22,5,22.7,1.07,0.24,0.05,0.2,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Trent Alexander-Arnold,ENG,DF,21,1998,33.7,2,55,12,21.8,1.63,0.36,0.04,0.17,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Virgil van Dijk,NED,DF,29,1991,4.1,1,4,2,50.0,0.97,0.49,0.25,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Liverpool,Xherdan Shaqiri,SUI,"MF,FW",28,1991,6.2,0,11,0,0.0,1.78,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Aymeric Laporte,ESP,DF,26,1994,14.9,0,6,1,16.7,0.4,0.07,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Benjamin Mendy,FRA,"DF,MF",26,1994,10.6,2,6,2,33.3,0.57,0.19,0.33,1.0,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Bernardo Silva,POR,"MF,FW",25,1994,22.9,2,28,13,46.4,1.22,0.57,0.07,0.15,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Ederson Moraes,BRA,GK,26,1993,36.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Eric García,ESP,DF,19,2001,4.3,0,2,0,0.0,0.47,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Fernandinho,BRA,MF,35,1985,13.2,0,14,3,21.4,1.06,0.23,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Ferran Torres,ESP,"FW,MF",20,2000,14.5,7,36,15,41.7,2.48,1.03,0.19,0.47,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Gabriel Jesus,BRA,FW,23,1997,22.9,9,55,17,30.9,2.4,0.74,0.16,0.53,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,John Stones,ENG,DF,26,1994,21.5,4,15,5,33.3,0.7,0.23,0.27,0.8,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,João Cancelo,POR,"DF,MF",26,1994,25.5,2,35,11,31.4,1.37,0.43,0.06,0.18,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Kevin De Bruyne,BEL,MF,29,1991,22.2,6,81,27,33.3,3.65,1.22,0.07,0.22,2,3,2020,shooting
ENG-Premier League,2020/21,Manchester City,Kyle Walker,ENG,DF,30,1990,21.6,1,10,3,30.0,0.46,0.14,0.1,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Liam Delap,ENG,FW,17,2003,0.4,0,1,1,100.0,2.25,2.25,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Nathan Aké,NED,DF,25,1995,8.9,1,4,1,25.0,0.45,0.11,0.25,1.0,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Oleksandr Zinchenko,UKR,DF,23,1996,16.4,0,16,4,25.0,0.97,0.24,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Phil Foden,ENG,"FW,MF",20,2000,18.0,9,45,20,44.4,2.51,1.11,0.2,0.45,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Raheem Sterling,ENG,"FW,MF",25,1994,28.2,10,70,28,40.0,2.48,0.99,0.14,0.36,0,1,2020,shooting
ENG-Premier League,2020/21,Manchester City,Riyad Mahrez,ALG,"FW,MF",29,1991,21.7,9,58,22,37.9,2.68,1.02,0.16,0.41,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Rodri,ESP,MF,24,1996,30.5,2,32,9,28.1,1.05,0.29,0.06,0.22,1,1,2020,shooting
ENG-Premier League,2020/21,Manchester City,Rúben Dias,POR,DF,23,1997,31.6,1,14,6,42.9,0.44,0.19,0.07,0.17,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Scott Carson,ENG,GK,34,1985,1.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,Sergio Agüero,ARG,"FW,MF",32,1988,6.2,4,19,13,68.4,3.06,2.09,0.21,0.31,1,2,2020,shooting
ENG-Premier League,2020/21,Manchester City,Zack Steffen,USA,GK,25,1995,1.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester City,İlkay Gündoğan,GER,MF,29,1990,22.5,13,54,22,40.7,2.4,0.98,0.24,0.59,1,2,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Aaron Wan-Bissaka,COD,DF,22,1997,34.0,2,7,4,57.1,0.21,0.12,0.29,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Alex Telles,BRA,DF,27,1992,7.7,0,5,1,20.0,0.65,0.13,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Amad Diallo,CIV,MF,18,2002,1.8,0,1,1,100.0,0.54,0.54,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Anthony Elanga,SWE,"MF,FW",18,2002,1.7,1,2,1,50.0,1.16,0.58,0.5,1.0,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Anthony Martial,FRA,"FW,MF",24,1995,16.4,4,42,20,47.6,2.55,1.22,0.1,0.2,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Axel Tuanzebe,COD,DF,22,1997,4.5,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Brandon Williams,ENG,DF,19,2000,2.1,0,1,1,100.0,0.48,0.48,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Bruno Fernandes,POR,MF,25,1994,34.4,18,121,51,42.1,3.51,1.48,0.15,0.35,9,11,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Daniel James,WAL,MF,22,1997,10.1,3,17,6,35.3,1.68,0.59,0.18,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,David de Gea,ESP,GK,29,1990,25.5,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Dean Henderson,ENG,GK,23,1997,12.5,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Donny van de Beek,NED,MF,23,1997,5.8,1,2,1,50.0,0.34,0.17,0.5,1.0,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Edinson Cavani,URU,FW,33,1987,15.3,10,34,15,44.1,2.23,0.98,0.29,0.67,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Eric Bailly,CIV,DF,26,1994,10.2,0,2,0,0.0,0.2,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Fred,BRA,MF,27,1993,26.6,1,25,7,28.0,0.94,0.26,0.04,0.14,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Hannibal Mejbri,TUN,MF,17,2003,0.1,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Harry Maguire,ENG,DF,27,1993,33.9,2,36,11,30.6,1.06,0.32,0.06,0.18,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Juan Mata,ESP,MF,32,1988,5.7,1,5,4,80.0,0.88,0.71,0.2,0.25,1,1,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Luke Shaw,ENG,DF,25,1995,29.5,1,11,6,54.5,0.37,0.2,0.09,0.17,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Marcus Rashford,ENG,"MF,FW",22,1997,32.4,11,79,37,46.8,2.43,1.14,0.14,0.3,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Mason Greenwood,ENG,"MF,FW",18,2001,20.2,7,67,24,35.8,3.31,1.19,0.1,0.29,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Nemanja Matić,SRB,MF,31,1988,12.3,0,6,3,50.0,0.49,0.24,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Odion Ighalo,NGA,FW,31,1989,0.1,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Paul Pogba,FRA,MF,27,1993,21.1,3,31,11,35.5,1.47,0.52,0.1,0.27,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Scott McTominay,SCO,MF,23,1996,23.7,4,26,8,30.8,1.1,0.34,0.15,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Shola Shoretire,ENG,"FW,MF",16,2004,0.1,0,0,0,,0.0,0.0,,,0,0,2020,shooting
