season_start,team,player,player_key,position,minutes,goals,assists,market_value_eur,importance
2012,Arsenal,Santi Cazorla,santi cazorla,Midfield,3307,12,12,25000000.0,0.981
2012,Arsenal,Per Mertesacker,per mertesacker,Defender,3028,3,0,16000000.0,0.873
2012,Arsenal,Theo Walcott,theo walcott,Attack,2285,14,12,25000000.0,0.858
2012,Arsenal,Lukas Podolski,lukas podolski,Attack,1998,11,10,23000000.0,0.809
2012,Arsenal,Mikel Arteta,mikel arteta,Midfield,2985,6,4,11000000.0,0.806
2012,Arsenal,Jack Wilshere,jack wilshere,Midfield,1697,0,5,28000000.0,0.805
2012,Arsenal,Thomas Vermaelen,thomas vermaelen,Defender,2237,0,0,18000000.0,0.797
2012,Arsenal,Olivier Giroud,olivier giroud,Attack,2327,11,5,15000000.0,0.778
2012,Arsenal,Wojciech Szczesny,wojciech szczesny,Goalkeeper,2250,0,0,15000000.0,0.769
2012,Arsenal,Bacary Sagna,bacary sagna,Defender,2240,0,0,14500000.0,0.762
2012,Arsenal,Laurent Koscielny,laurent koscielny,Defender,1674,2,1,15000000.0,0.699
2012,Arsenal,Aaron Ramsey,aaron ramsey,Midfield,2086,1,4,10000000.0,0.682
2012,Arsenal,Kieran Gibbs,kieran gibbs,Defender,2102,0,5,8000000.0,0.647
2012,Arsenal,Alex Oxlade-Chamberlain,alex oxlade chamberlain,Midfield,1062,1,5,15000000.0,0.625
2012,Arsenal,Gervinho,gervinho,Attack,1016,5,3,10500000.0,0.56
2012,Arsenal,Carl Jenkinson,carl jenkinson,Defender,1188,0,0,4500000.0,0.441
2012,Arsenal,Andrey Arshavin,andrey arshavin,Attack,80,0,1,9000000.0,0.422
2012,Arsenal,Abou Diaby,abou diaby,Midfield,713,0,0,4000000.0,0.364
2012,Arsenal,André Santos,andre santos,Defender,395,0,0,4500000.0,0.345
2012,Arsenal,Francis Coquelin,francis coquelin,Midfield,226,0,0,4000000.0,0.305
2012,Arsenal,Tomas Rosicky,tomas rosicky,Midfield,612,2,1,2000000.0,0.237
2012,Arsenal,Lukasz Fabianski,lukasz fabianski,Goalkeeper,360,0,0,1500000.0,0.158
2012,Arsenal,Vito Mannone,vito mannone,Goalkeeper,810,0,0,750000.0,0.098
2012,Aston Villa,Christian Benteke,christian benteke,Attack,2821,19,4,12000000.0,0.928
2012,Aston Villa,Gabriel Agbonlahor,gabriel agbonlahor,Attack,2190,9,5,9000000.0,0.807
2012,Aston Villa,Matthew Lowton,matthew lowton,Defender,3267,2,3,3500000.0,0.797
2012,Aston Villa,Brad Guzan,brad guzan,Goalkeeper,3240,0,0,3500000.0,0.794
2012,Aston Villa,Ron Vlaar,ron vlaar,Defender,2391,2,0,6500000.0,0.783
2012,Aston Villa,Ciaran Clark,ciaran clark,Defender,2498,1,1,5000000.0,0.756
2012,Aston Villa,Darren Bent,darren bent,Attack,808,3,1,13500000.0,0.699
2012,Aston Villa,Ashley Westwood,ashley westwood,Midfield,2460,0,7,3500000.0,0.698
2012,Aston Villa,Barry Bannan,barry bannan,Midfield,1628,0,2,5500000.0,0.664
2012,Aston Villa,Andreas Weimann,andreas weimann,Attack,2253,7,4,3000000.0,0.65
2012,Aston Villa,Brett Holman,brett holman,Midfield,1427,1,2,4500000.0,0.609
2012,Aston Villa,Charles N'Zogbia,charles n zogbia,Attack,994,2,6,5500000.0,0.587
2012,Aston Villa,Fabian Delph,fabian delph,Midfield,1703,0,0,3000000.0,0.582
2012,Aston Villa,Joe Bennett,joe bennett,Defender,1841,0,4,2500000.0,0.572
2012,Aston Villa,Stephen Ireland,stephen ireland,Midfield,780,0,1,5500000.0,0.56
2012,Aston Villa,Nathan Baker,nathan baker,Defender,2012,0,0,2000000.0,0.559
2012,Aston Villa,Karim El Ahmadi,karim el ahmadi,Midfield,1172,1,0,3000000.0,0.517
2012,Aston Villa,Marc Albrighton,marc albrighton,Midfield,429,0,0,5000000.0,0.503
2012,Aston Villa,Eric Lichaj,eric lichaj,Defender,1136,0,1,2000000.0,0.452
2012,Aston Villa,Chris Herd,chris herd,Midfield,754,0,0,2500000.0,0.439
2012,Aston Villa,Yacouba Sylla,yacouba sylla,Midfield,595,0,2,2500000.0,0.419
2012,Aston Villa,Shay Given,shay given,Goalkeeper,180,0,0,3000000.0,0.396
2012,Aston Villa,Nathan Delfouneso,nathan delfouneso,Attack,45,0,0,2500000.0,0.352
2012,Aston Villa,Gary Gardner,gary gardner,Midfield,19,0,0,1500000.0,0.272
2012,Aston Villa,Simon Dawkins,simon dawkins,Attack,71,0,0,1000000.0,0.217
2012,Aston Villa,Jordan Bowery,jordan bowery,Attack,297,0,0,500000.0,0.141
2012,Aston Villa,Enda Stevens,enda stevens,Defender,471,0,0,250000.0,0.058
2012,Chelsea,Juan Mata,juan mata,Midfield,2741,12,16,42000000.0,0.943
2012,Chelsea,Eden Hazard,eden hazard,Attack,2638,9,14,40000000.0,0.923
2012,Chelsea,Petr Cech,petr cech,Goalkeeper,3195,0,0,25000000.0,0.923
2012,Chelsea,Branislav Ivanovic,branislav ivanovic,Defender,2946,5,1,24000000.0,0.885
2012,Chelsea,Fernando Torres,fernando torres,Attack,2571,8,9,28000000.0,0.861
2012,Chelsea,David Luiz,david luiz,Defender,2634,2,2,25000000.0,0.852
2012,Chelsea,Ramires,ramires,Midfield,2521,5,4,27000000.0,0.85
2012,Chelsea,Oscar,oscar,Midfield,2293,4,8,32000000.0,0.847
2012,Chelsea,Gary Cahill,gary cahill,Defender,2218,2,2,19000000.0,0.759
2012,Chelsea,Mikel John Obi,mikel john obi,Midfield,1627,0,0,23000000.0,0.714
2012,Chelsea,César Azpilicueta,cesar azpilicueta,Defender,2197,0,6,14000000.0,0.711
2012,Chelsea,Ashley Cole,ashley cole,Defender,2790,1,2,8000000.0,0.702
2012,Chelsea,Victor Moses,victor moses,Midfield,1211,1,1,15000000.0,0.598
2012,Chelsea,John Terry,john terry,Defender,949,4,0,12000000.0,0.532
2012,Chelsea,Frank Lampard,frank lampard,Midfield,1903,15,1,4000000.0,0.488
2012,Chelsea,Raúl Meireles,raul meireles,Midfield,100,0,0,15000000.0,0.459
2012,Chelsea,Ryan Bertrand,ryan bertrand,Defender,1283,0,0,5000000.0,0.443
2012,Chelsea,Oriol Romeu,oriol romeu,Midfield,235,0,0,8000000.0,0.382
2012,Chelsea,Marko Marin,marko marin,Midfield,143,1,1,7000000.0,0.351
2012,Chelsea,Lucas Piazón,lucas piazon,Midfield,16,0,1,7500000.0,0.345
2012,Chelsea,Ross Turnbull,ross turnbull,Goalkeeper,225,0,0,1500000.0,0.131
2012,Chelsea,Paulo Ferreira,paulo ferreira,Defender,9,0,0,750000.0,0.001
2012,Everton,Leighton Baines,leighton baines,Defender,3420,5,7,22000000.0,0.96
2012,Everton,Marouane Fellaini,marouane fellaini,Midfield,2786,11,6,28000000.0,0.926
2012,Everton,Phil Jagielka,phil jagielka,Defender,3155,2,2,11000000.0,0.814
2012,Everton,Nikica Jelavic,nikica jelavic,Attack,2432,7,1,9000000.0,0.696
2012,Everton,Steven Pienaar,steven pienaar,Midfield,3064,6,8,5500000.0,0.689
2012,Everton,Leon Osman,leon osman,Midfield,3182,5,2,4500000.0,0.669
2012,Everton,Kevin Mirallas,kevin mirallas,Midfield,1836,6,6,10000000.0,0.644
2012,Everton,Tim Howard,tim howard,Goalkeeper,3240,0,0,3500000.0,0.634
2012,Everton,Johnny Heitinga,johnny heitinga,Defender,1603,0,0,7000000.0,0.558
2012,Everton,Séamus Coleman,seamus coleman,Defender,2164,0,5,4000000.0,0.531
2012,Everton,Darron Gibson,darron gibson,Midfield,1807,1,2,3500000.0,0.467
2012,Everton,Steven Naismith,steven naismith,Attack,1281,4,1,5000000.0,0.464
2012,Everton,Victor Anichebe,victor anichebe,Attack,1717,6,6,3500000.0,0.456
2012,Everton,Sylvain Distin,sylvain distin,Defender,2837,0,2,1000000.0,0.379
2012,Everton,Bryan Oviedo,bryan oviedo,Defender,228,0,1,4500000.0,0.324
2012,Everton,Ross Barkley,ross barkley,Midfield,206,0,0,4500000.0,0.321
2012,Everton,Phil Neville,phil neville,Defender,1551,0,1,1000000.0,0.229
2012,Everton,Magaye Gueye,magaye gueye,Attack,49,0,0,2500000.0,0.205
2012,Everton,Apostolos Vellios,apostolos vellios,Attack,56,0,1,2000000.0,0.169
2012,Everton,Tony Hibbert,tony hibbert,Defender,431,0,0,1500000.0,0.165
2012,Everton,Jan Mucha,jan mucha,Goalkeeper,180,0,0,1500000.0,0.136
2012,Everton,Thomas Hitzlsperger,thomas hitzlsperger,Midfield,350,0,0,1000000.0,0.089
2012,Everton,Shane Duffy,shane duffy,Defender,1,0,0,750000.0,0.0
2012,Fulham,Bryan Ruiz,bryan ruiz,Midfield,2384,5,9,13000000.0,0.894
2012,Fulham,Dimitar Berbatov,dimitar berbatov,Attack,2849,15,4,7000000.0,0.807
2012,Fulham,Brede Hangeland,brede hangeland,Defender,3045,0,0,5000000.0,0.752
2012,Fulham,Sascha Riether,sascha riether,Defender,3044,1,6,3000000.0,0.633
2012,Fulham,Urby Emanuelson,urby emanuelson,Midfield,644,1,0,8800000.0,0.588
2012,Fulham,John Arne Riise,john arne riise,Defender,2530,0,5,3000000.0,0.569
2012,Fulham,Hugo Rodallega,hugo rodallega,Attack,1509,3,3,4000000.0,0.511
2012,Fulham,Steve Sidwell,steve sidwell,Midfield,2104,4,2,2500000.0,0.474
2012,Fulham,Ashkan Dejagah,ashkan dejagah,Attack,1195,0,4,3500000.0,0.441
2012,Fulham,Kieran Richardson,kieran richardson,Defender,915,1,0,3500000.0,0.406
2012,Fulham,Mark Schwarzer,mark schwarzer,Goalkeeper,3240,0,0,1000000.0,0.4
2012,Fulham,Damien Duff,damien duff,Midfield,2337,3,7,1500000.0,0.383
2012,Fulham,Philippe Senderos,philippe senderos,Defender,1681,0,0,2000000.0,0.37
2012,Fulham,Mladen Petric,mladen petric,Attack,877,5,2,3000000.0,0.365
2012,Fulham,Aaron Hughes,aaron hughes,Defender,2115,0,0,1500000.0,0.356
2012,Fulham,Chris Baird,chris baird,Midfield,1316,2,0,2000000.0,0.325
2012,Fulham,Alexander Kacaniklic,alexander kacaniklic,Attack,1263,4,4,2000000.0,0.318
2012,Fulham,David Stockdale,david stockdale,Goalkeeper,180,0,0,3500000.0,0.315
2012,Fulham,Stanislav Manolev,stanislav manolev,Defender,431,0,0,3000000.0,0.31
2012,Fulham,Mahamadou Diarra,mahamadou diarra,Midfield,607,0,0,2500000.0,0.289
2012,Fulham,Kerim Frei,kerim frei,Attack,231,0,0,3000000.0,0.286
2012,Fulham,Eyong Enoh,eyong enoh,Midfield,692,0,0,2000000.0,0.248
2012,Fulham,Pajtim Kasami,pajtim kasami,Midfield,22,0,0,2500000.0,0.217
2012,Fulham,Georgios Karagounis,georgios karagounis,Midfield,1552,1,0,1000000.0,0.192
2012,Fulham,Matthew Briggs,matthew briggs,Defender,295,0,1,1500000.0,0.131
2012,Fulham,Emmanuel Frimpong,emmanuel frimpong,Midfield,222,0,1,1500000.0,0.122
2012,Liverpool,Luis Suárez,luis suarez,Attack,2955,23,11,36000000.0,0.966
2012,Liverpool,Daniel Agger,daniel agger,Defender,3100,3,0,19000000.0,0.877
2012,Liverpool,Glen Johnson,glen johnson,Defender,3227,1,5,12000000.0,0.816
2012,Liverpool,Steven Gerrard,steven gerrard,Midfield,3222,10,9,11500000.0,0.808
2012,Liverpool,Pepe Reina,pepe reina,Goalkeeper,2790,0,0,10000000.0,0.731
2012,Liverpool,José Enrique,jose enrique,Defender,2257,2,5,14000000.0,0.722
2012,Liverpool,Martin Skrtel,martin skrtel,Defender,2079,2,0,15000000.0,0.711
2012,Liverpool,Lucas Leiva,lucas leiva,Midfield,1951,0,1,15000000.0,0.695
2012,Liverpool,Joe Allen,joe allen,Midfield,1919,0,0,15000000.0,0.691
2012,Liverpool,Stewart Downing,stewart downing,Attack,2195,3,5,8500000.0,0.63
2012,Liverpool,Raheem Sterling,raheem sterling,Attack,1748,2,6,11500000.0,0.626
2012,Liverpool,Daniel Sturridge,daniel sturridge,Attack,1252,11,5,15000000.0,0.609
2012,Liverpool,Jordan Henderson,jordan henderson,Midfield,1530,5,4,10500000.0,0.583
2012,Liverpool,Nuri Sahin,nuri sahin,Midfield,454,1,2,15000000.0,0.51
2012,Liverpool,Philippe Coutinho,philippe coutinho,Midfield,930,3,7,10000000.0,0.501
2012,Liverpool,Fabio Borini,fabio borini,Attack,508,1,0,12000000.0,0.479
2012,Liverpool,Jonjo Shelvey,jonjo shelvey,Midfield,918,1,0,5500000.0,0.399
2012,Liverpool,Martin Kelly,martin kelly,Defender,336,0,0,5000000.0,0.311
2012,Liverpool,Sebastián Coates,sebastian coates,Defender,234,0,0,4500000.0,0.281
2012,Liverpool,Oussama Assaidi,oussama assaidi,Attack,73,0,0,5000000.0,0.279
2012,Liverpool,Suso,suso,Midfield,602,0,0,3000000.0,0.259
2012,Liverpool,Jamie Carragher,jamie carragher,Defender,1525,0,1,1000000.0,0.189
2012,Liverpool,Brad Jones,brad jones,Goalkeeper,630,0,0,1500000.0,0.146
2012,Liverpool,Andre Wisdom,andre wisdom,Defender,1015,0,1,1000000.0,0.126
2012,Manchester City,David Silva,david silva,Midfield,2522,4,10,44000000.0,0.889
2012,Manchester City,Yaya Touré,yaya toure,Midfield,2829,6,6,36000000.0,0.87
2012,Manchester City,Joe Hart,joe hart,Goalkeeper,3420,0,0,24000000.0,0.828
2012,Manchester City,Sergio Agüero,sergio aguero,Attack,1946,12,3,45000000.0,0.828
2012,Manchester City,Vincent Kompany,vincent kompany,Defender,2239,1,0,35000000.0,0.793
2012,Manchester City,Carlos Tevez,carlos tevez,Attack,2407,11,12,27000000.0,0.742
2012,Manchester City,Edin Dzeko,edin dzeko,Attack,1815,14,5,27000000.0,0.673
2012,Manchester City,Pablo Zabaleta,pablo zabaleta,Defender,2651,2,2,16000000.0,0.628
2012,Manchester City,Samir Nasri,samir nasri,Midfield,1802,2,7,21000000.0,0.603
2012,Manchester City,Mario Balotelli,mario balotelli,Attack,589,1,1,32000000.0,0.576
2012,Manchester City,Gaël Clichy,gael clichy,Defender,2310,0,3,15000000.0,0.57
2012,Manchester City,Matija Nastasić,matija nastasic,Defender,1822,0,0,17000000.0,0.547
2012,Manchester City,James Milner,james milner,Midfield,1722,4,4,17000000.0,0.536
2012,Manchester City,Javi García,javi garcia,Midfield,1495,2,0,17000000.0,0.509
2012,Manchester City,Gareth Barry,gareth barry,Midfield,2400,1,4,8500000.0,0.426
2012,Manchester City,Joleon Lescott,joleon lescott,Defender,1569,1,0,11500000.0,0.411
2012,Manchester City,Micah Richards,micah richards,Defender,618,0,0,16000000.0,0.39
2012,Manchester City,Aleksandar Kolarov,aleksandar kolarov,Defender,1051,1,2,12500000.0,0.373
2012,Manchester City,Jack Rodwell,jack rodwell,Midfield,499,2,0,15000000.0,0.358
2012,Manchester City,Nigel de Jong,nigel de jong,Midfield,90,0,0,13000000.0,0.271
2012,Manchester City,Kolo Touré,kolo toure,Defender,916,0,0,6000000.0,0.157
2012,Manchester City,Scott Sinclair,scott sinclair,Attack,204,1,0,7500000.0,0.135
2012,Manchester City,Maicon,maicon,Defender,516,0,0,5000000.0,0.06
2012,Manchester United,Robin van Persie,robin van persie,Attack,3124,26,15,45000000.0,0.947
2012,Manchester United,Wayne Rooney,wayne rooney,Attack,2019,12,10,65000000.0,0.859
2012,Manchester United,Patrice Evra,patrice evra,Defender,3060,4,6,13000000.0,0.76
2012,Manchester United,Antonio Valencia,antonio valencia,Defender,2208,1,7,24000000.0,0.74
2012,Manchester United,Michael Carrick,michael carrick,Midfield,3043,1,4,11000000.0,0.734
2012,Manchester United,David de Gea,david de gea,Goalkeeper,2520,0,0,17000000.0,0.73
2012,Manchester United,Rafael,rafael,Defender,2316,3,4,14500000.0,0.681
2012,Manchester United,Nemanja Vidic‎,nemanja vidic,Defender,1618,1,0,21000000.0,0.645
2012,Manchester United,Ashley Young,ashley young,Defender,1372,0,5,25000000.0,0.638
2012,Manchester United,Jonny Evans,jonny evans,Defender,1903,3,2,13000000.0,0.612
2012,Manchester United,Shinji Kagawa,shinji kagawa,Midfield,1324,6,4,21000000.0,0.607
2012,Manchester United,Danny Welbeck,danny welbeck,Attack,1293,1,4,17000000.0,0.573
2012,Manchester United,Chicharito,chicharito,Attack,947,10,5,22000000.0,0.566
2012,Manchester United,Phil Jones,phil jones,Defender,1206,0,2,17000000.0,0.562
2012,Manchester United,Nani,nani,Attack,629,1,3,27000000.0,0.554
2012,Manchester United,Tom Cleverley,tom cleverley,Midfield,1454,2,3,12500000.0,0.549
2012,Manchester United,Chris Smalling,chris smalling,Defender,1016,0,0,14000000.0,0.509
2012,Manchester United,Rio Ferdinand,rio ferdinand,Defender,2323,1,2,3500000.0,0.478
2012,Manchester United,Anderson,anderson,Midfield,824,1,1,12000000.0,0.463
2012,Manchester United,Anders Lindegaard,anders lindegaard,Goalkeeper,900,0,0,6500000.0,0.384
2012,Manchester United,Darren Fletcher,darren fletcher,Midfield,181,1,0,10000000.0,0.354
2012,Manchester United,Alexander Büttner,alexander buttner,Defender,382,2,1,5000000.0,0.28
2012,Manchester United,Nick Powell,nick powell,Midfield,30,1,0,3000000.0,0.162
2012,Manchester United,Ryan Giggs,ryan giggs,Midfield,1167,2,3,1000000.0,0.149
2012,Manchester United,Paul Scholes,paul scholes,Midfield,763,1,1,1000000.0,0.098
2012,Newcastle United,Papiss Cissé,papiss cisse,Attack,3002,8,4,15500000.0,0.963
2012,Newcastle United,Demba Ba,demba ba,Attack,2541,15,4,22000000.0,0.939
2012,Newcastle United,Davide Santon,davide santon,Defender,2643,1,4,10000000.0,0.869
2012,Newcastle United,Yohan Cabaye,yohan cabaye,Midfield,2123,6,2,16500000.0,0.852
2012,Newcastle United,Jonás Gutiérrez,jonas gutierrez,Midfield,2896,1,2,6000000.0,0.849
2012,Newcastle United,Tim Krul,tim krul,Goalkeeper,2127,0,1,8500000.0,0.783
2012,Newcastle United,Cheik Tioté,cheik tiote,Midfield,1758,0,1,10500000.0,0.756
2012,Newcastle United,Fabricio Coloccini,fabricio coloccini,Defender,1918,0,1,8000000.0,0.749
2012,Newcastle United,Hatem Ben Arfa,hatem ben arfa,Midfield,1461,4,2,13500000.0,0.743
2012,Newcastle United,Steven Taylor,steven taylor,Defender,2137,0,0,5000000.0,0.728
2012,Newcastle United,Vurnon Anita,vurnon anita,Midfield,1731,0,1,8000000.0,0.724
2012,Newcastle United,Mathieu Debuchy,mathieu debuchy,Defender,1168,0,0,11500000.0,0.687
2012,Newcastle United,James Perch,james perch,Midfield,1819,1,0,4000000.0,0.662
2012,Newcastle United,Moussa Sissoko,moussa sissoko,Midfield,1069,3,1,10000000.0,0.659
2012,Newcastle United,Mike Williamson,mike williamson,Defender,1710,0,0,4000000.0,0.648
2012,Newcastle United,Mapou Yanga-Mbiwa,mapou yanga mbiwa,Defender,1037,0,0,9000000.0,0.644
2012,Newcastle United,Yoan Gouffran,yoan gouffran,Attack,1055,3,2,7500000.0,0.627
2012,Newcastle United,Danny Simpson,danny simpson,Defender,1525,0,2,4000000.0,0.623
2012,Newcastle United,Sylvain Marveaux,sylvain marveaux,Midfield,998,1,5,3500000.0,0.539
2012,Newcastle United,Gabriel Obertan,gabriel obertan,Attack,409,0,2,3000000.0,0.444
2012,Newcastle United,Gaël Bigirimana,gael bigirimana,Midfield,408,1,0,3000000.0,0.444
2012,Newcastle United,Shola Ameobi,shola ameobi,Attack,679,1,2,2000000.0,0.437
2012,Newcastle United,Ryan Taylor,ryan taylor,Defender,26,0,0,4500000.0,0.436
2012,Newcastle United,Massadio Haïdara,massadio haidara,Defender,199,0,0,2500000.0,0.397
2012,Newcastle United,Sammy Ameobi,sammy ameobi,Attack,222,0,1,2000000.0,0.376
2012,Newcastle United,Dan Gosling,dan gosling,Midfield,42,0,0,1500000.0,0.322
2012,Newcastle United,Shane Ferguson,shane ferguson,Midfield,342,0,1,1000000.0,0.319
2012,Newcastle United,Nile Ranger,nile ranger,Attack,6,0,0,1000000.0,0.274
2012,Newcastle United,Steve Harper,steve harper,Goalkeeper,458,0,0,500000.0,0.261
2012,Newcastle United,Rob Elliot,rob elliot,Goalkeeper,834,0,1,250000.0,0.238
2012,Newcastle United,James Tavernier,james tavernier,Defender,36,0,0,75000.0,0.005
2012,Norwich City,Robert Snodgrass,robert snodgrass,Attack,3062,6,8,6000000.0,0.98
2012,Norwich City,Sébastien Bassong,sebastien bassong,Defender,2962,3,2,4500000.0,0.898
2012,Norwich City,Grant Holt,grant holt,Attack,2572,8,4,4000000.0,0.821
2012,Norwich City,Anthony Pilkington,anthony pilkington,Attack,2156,5,3,4500000.0,0.798
2012,Norwich City,Bradley Johnson,bradley johnson,Midfield,3227,1,3,2500000.0,0.789
2012,Norwich City,Russell Martin,russell martin,Defender,2690,3,2,3000000.0,0.766
2012,Norwich City,John Ruddy,john ruddy,Goalkeeper,1342,0,0,5000000.0,0.722
2012,Norwich City,Javier Garrido,javier garrido,Defender,3039,0,2,2000000.0,0.711
2012,Norwich City,Michael Turner,michael turner,Defender,2224,3,0,3000000.0,0.708
2012,Norwich City,Alexander Tettey,alexander tettey,Midfield,1901,0,2,3500000.0,0.705
2012,Norwich City,Jonathan Howson,jonathan howson,Midfield,2042,2,1,3000000.0,0.686
2012,Norwich City,Wes Hoolahan,wes hoolahan,Midfield,2431,3,5,2000000.0,0.636
2012,Norwich City,Ryan Bennett,ryan bennett,Defender,1066,1,0,3500000.0,0.602
2012,Norwich City,Mark Bunn,mark bunn,Goalkeeper,1853,0,0,1500000.0,0.495
2012,Norwich City,Steve Morison,steve morison,Attack,469,1,0,3000000.0,0.491
2012,Norwich City,Steven Whittaker,steven whittaker,Defender,1047,1,0,2000000.0,0.465
2012,Norwich City,Leon Barnett,leon barnett,Defender,562,0,0,2500000.0,0.458
2012,Norwich City,Elliott Bennett,elliott bennett,Midfield,940,1,2,2000000.0,0.451
2012,Norwich City,Andrew Surman,andrew surman,Midfield,272,0,0,2500000.0,0.422
2012,Norwich City,Luciano Becchio,luciano becchio,Attack,167,0,1,2500000.0,0.409
2012,Norwich City,Simeon Jackson,simeon jackson,Attack,403,1,1,1500000.0,0.315
2012,Norwich City,Lee Camp,lee camp,Goalkeeper,224,0,0,1250000.0,0.249
2012,Norwich City,Marc Tierney,marc tierney,Defender,90,0,0,1000000.0,0.179
2012,Norwich City,David Fox,david fox,Midfield,35,0,0,1000000.0,0.172
2012,Norwich City,Harry Kane,harry kane,Attack,140,0,0,500000.0,0.017
2012,Norwich City,Chris Martin,chris martin,Attack,3,0,0,500000.0,0.0
2012,Queens Park Rangers,Stéphane Mbia,stephane mbia,Midfield,2418,0,3,10000000.0,0.896
2012,Queens Park Rangers,Adel Taarabt,adel taarabt,Midfield,2245,5,5,10000000.0,0.87
2012,Queens Park Rangers,Christopher Samba,christopher samba,Defender,900,0,0,15000000.0,0.737
2012,Queens Park Rangers,Esteban Granero,esteban granero,Midfield,1663,1,1,7500000.0,0.731
2012,Queens Park Rangers,Loïc Rémy,loic remy,Attack,1142,6,0,10000000.0,0.702
2012,Queens Park Rangers,Junior Hoilett,junior hoilett,Attack,1449,2,3,7000000.0,0.686
2012,Queens Park Rangers,Júlio César,julio cesar,Goalkeeper,2098,0,1,4000000.0,0.686
2012,Queens Park Rangers,Armand Traoré,armand traore,Defender,2095,0,0,3500000.0,0.662
2012,Queens Park Rangers,Fábio,fabio,Defender,1136,0,0,7000000.0,0.638
2012,Queens Park Rangers,Djibril Cissé,djibril cisse,Attack,1109,3,1,6000000.0,0.607
2012,Queens Park Rangers,Jamie Mackie,jamie mackie,Attack,1704,2,0,3500000.0,0.603
2012,Queens Park Rangers,Bosingwa,bosingwa,Defender,1828,0,1,3000000.0,0.594
2012,Queens Park Rangers,Nedum Onuoha,nedum onuoha,Defender,1613,0,0,3000000.0,0.561
2012,Queens Park Rangers,Ji-sung Park,ji sung park,Midfield,1343,0,3,3500000.0,0.548
2012,Queens Park Rangers,Bobby Zamora,bobby zamora,Attack,1311,4,2,3500000.0,0.543
2012,Queens Park Rangers,Alejandro Faurlín,alejandro faurlin,Midfield,782,0,2,4000000.0,0.486
2012,Queens Park Rangers,Anton Ferdinand,anton ferdinand,Defender,914,0,0,3500000.0,0.482
2012,Queens Park Rangers,Shaun Wright-Phillips,shaun wright phillips,Attack,1249,1,1,2500000.0,0.474
2012,Queens Park Rangers,Clint Hill,clint hill,Defender,2629,0,1,750000.0,0.472
2012,Queens Park Rangers,Jermaine Jenas,jermaine jenas,Midfield,825,2,0,3500000.0,0.469
2012,Queens Park Rangers,Samba Diakité,samba diakite,Midfield,940,0,1,3000000.0,0.459
2012,Queens Park Rangers,Rob Green,rob green,Goalkeeper,1322,0,0,2000000.0,0.446
2012,Queens Park Rangers,Ryan Nelsen,ryan nelsen,Defender,1883,1,0,750000.0,0.358
2012,Queens Park Rangers,Andy Johnson,andy johnson,Attack,134,0,1,2500000.0,0.304
2012,Queens Park Rangers,Shaun Derry,shaun derry,Midfield,1080,0,0,500000.0,0.164
2012,Queens Park Rangers,Andros Townsend,andros townsend,Attack,1047,2,2,500000.0,0.159
2012,Queens Park Rangers,Jay Bothroyd,jay bothroyd,Attack,236,1,0,1000000.0,0.158
2012,Queens Park Rangers,Tal Ben Haim,tal ben haim,Defender,196,0,0,1000000.0,0.152
2012,Queens Park Rangers,Kieron Dyer,kieron dyer,Midfield,196,0,1,500000.0,0.03
2012,Reading,Pavel Pogrebnyak,pavel pogrebnyak,Attack,2030,5,0,4500000.0,0.848
2012,Reading,Adrian Mariappa,adrian mariappa,Defender,2610,1,0,3000000.0,0.835
2012,Reading,Jobi McAnuff,jobi mcanuff,Attack,3274,0,9,1500000.0,0.772
2012,Reading,Chris Gunter,chris gunter,Defender,1790,0,0,3000000.0,0.735
2012,Reading,Danny Guthrie,danny guthrie,Midfield,1618,1,1,3000000.0,0.714
2012,Reading,Adam Federici,adam federici,Goalkeeper,1890,0,0,2000000.0,0.663
2012,Reading,Adam Le Fondre,adam le fondre,Attack,1495,12,2,2500000.0,0.661
2012,Reading,Mikele Leigertwood,mikele leigertwood,Midfield,2646,1,0,1250000.0,0.657
2012,Reading,Alex Pearce,alex pearce,Defender,1645,0,1,2000000.0,0.633
2012,Reading,Nicky Shorey,nicky shorey,Defender,1444,0,4,2000000.0,0.608
2012,Reading,Jimmy Kébé,jimmy kebe,Attack,1337,5,2,2000000.0,0.595
2012,Reading,Daniel Carriço,daniel carrico,Defender,87,0,0,4000000.0,0.586
2012,Reading,Stephen Kelly,stephen kelly,Defender,1530,0,0,1500000.0,0.559
2012,Reading,Hal Robson-Kanu,hal robson kanu,Attack,1275,7,2,1500000.0,0.528
2012,Reading,Jem Karacan,jem karacan,Midfield,1604,1,1,1000000.0,0.484
2012,Reading,Garath McCleary,garath mccleary,Attack,1571,3,3,1000000.0,0.48
2012,Reading,Sean Morrison,sean morrison,Defender,1327,2,1,1000000.0,0.45
2012,Reading,Kaspars Gorkss,kaspars gorkss,Defender,1260,1,0,1000000.0,0.442
2012,Reading,Nick Blackman,nick blackman,Attack,389,0,1,1500000.0,0.419
2012,Reading,Jay Tabb,jay tabb,Midfield,1020,0,1,1000000.0,0.412
2012,Reading,Noel Hunt,noel hunt,Attack,954,2,1,1000000.0,0.404
2012,Reading,Shaun Cummings,shaun cummings,Defender,810,0,0,750000.0,0.327
2012,Reading,Alex McCarthy,alex mccarthy,Goalkeeper,1170,0,0,500000.0,0.287
2012,Reading,Stuart Taylor,stuart taylor,Goalkeeper,360,0,0,750000.0,0.272
2012,Reading,Hope Akpan,hope akpan,Midfield,469,0,4,500000.0,0.201
