season_start,team,player,player_key,position,minutes,goals,assists,market_value_eur,importance
2014,West Ham United,Alex Song,alex song,Midfield,2249,0,3,15000000.0,0.863
2014,West Ham United,Stewart Downing,stewart downing,Attack,3314,6,8,6000000.0,0.826
2014,West Ham United,Cheikhou Kouyaté,cheikhou kouyate,Midfield,2662,4,3,9000000.0,0.821
2014,West Ham United,Adrián San Miguel,adrian san miguel,Goalkeeper,3391,0,0,5000000.0,0.803
2014,West Ham United,Winston Reid,winston reid,Defender,2503,1,0,9000000.0,0.803
2014,West Ham United,Carl Jenkinson,carl jenkinson,Defender,2667,0,2,7000000.0,0.777
2014,West Ham United,Enner Valencia,enner valencia,Attack,2105,4,4,10000000.0,0.775
2014,West Ham United,Mark Noble,mark noble,Midfield,2308,2,3,7000000.0,0.735
2014,West Ham United,Diafra Sakho,diafra sakho,Attack,1761,10,2,8000000.0,0.695
2014,West Ham United,James Tomkins,james tomkins,Defender,1852,1,3,6000000.0,0.655
2014,West Ham United,Andy Carroll,andy carroll,Attack,1027,5,1,10000000.0,0.649
2014,West Ham United,Kevin Nolan,kevin nolan,Midfield,1745,1,1,4000000.0,0.571
2014,West Ham United,Morgan Amalfitano,morgan amalfitano,Midfield,1180,3,1,4750000.0,0.535
2014,West Ham United,James Collins,james collins,Defender,1878,0,0,2000000.0,0.464
2014,West Ham United,Mauro Zárate,mauro zarate,Attack,486,2,1,3500000.0,0.4
2014,West Ham United,Matt Jarvis,matt jarvis,Attack,413,0,0,3000000.0,0.364
2014,West Ham United,Ravel Morrison,ravel morrison,Midfield,33,0,0,3500000.0,0.347
2014,West Ham United,Ricardo Vaz Tê,ricardo vaz te,Attack,224,0,0,2500000.0,0.31
2014,West Ham United,Carlton Cole,carlton cole,Attack,907,2,0,1500000.0,0.3
2014,West Ham United,Joey O'Brien,joey o brien,Defender,526,0,0,1500000.0,0.255
2014,West Ham United,Guy Demel,guy demel,Defender,259,0,0,1000000.0,0.153
2014,West Ham United,Jussi Jääskeläinen,jussi jaaskelainen,Goalkeeper,27,0,0,1000000.0,0.125
2014,West Ham United,Diego Poyet,diego poyet,Midfield,90,0,0,500000.0,0.011
2015,AFC Bournemouth,Matt Ritchie,matt ritchie,Midfield,2977,4,6,6000000.0,0.814
2015,AFC Bournemouth,Steve Cook,steve cook,Defender,3195,4,1,3000000.0,0.738
2015,AFC Bournemouth,Simon Francis,simon francis,Defender,3387,0,4,2000000.0,0.701
2015,AFC Bournemouth,Charlie Daniels,charlie daniels,Defender,3285,3,5,2000000.0,0.689
2015,AFC Bournemouth,Andrew Surman,andrew surman,Midfield,3420,0,3,1500000.0,0.663
2015,AFC Bournemouth,Benik Afobe,benik afobe,Attack,938,4,0,9000000.0,0.635
2015,AFC Bournemouth,Max Gradel,max gradel,Attack,899,1,4,8000000.0,0.613
2015,AFC Bournemouth,Juan Iturbe,juan iturbe,Attack,55,0,0,15000000.0,0.606
2015,AFC Bournemouth,Dan Gosling,dan gosling,Midfield,2398,3,2,2000000.0,0.585
2015,AFC Bournemouth,Callum Wilson,callum wilson,Attack,771,5,0,7000000.0,0.578
2015,AFC Bournemouth,Junior Stanislas,junior stanislas,Attack,1441,3,2,4000000.0,0.575
2015,AFC Bournemouth,Artur Boruc,artur boruc,Goalkeeper,2880,0,0,1000000.0,0.54
2015,AFC Bournemouth,Joshua King,joshua king,Attack,1924,6,3,2000000.0,0.53
2015,AFC Bournemouth,Adam Smith,adam smith,Defender,2097,2,0,1500000.0,0.508
2015,AFC Bournemouth,Lewis Grabban,lewis grabban,Attack,819,1,0,4000000.0,0.502
2015,AFC Bournemouth,Glenn Murray,glenn murray,Attack,796,3,0,4000000.0,0.499
2015,AFC Bournemouth,Tyrone Mings,tyrone mings,Defender,12,0,0,6000000.0,0.467
2015,AFC Bournemouth,Marc Pugh,marc pugh,Attack,1334,3,3,2000000.0,0.461
2015,AFC Bournemouth,Harry Arter,harry arter,Midfield,1671,1,0,1500000.0,0.458
2015,AFC Bournemouth,Lee Tomlin,lee tomlin,Attack,289,0,0,3500000.0,0.421
2015,AFC Bournemouth,Tommy Elphick,tommy elphick,Defender,1012,1,0,1500000.0,0.381
2015,AFC Bournemouth,Eunan O'Kane,eunan o kane,Midfield,752,0,1,1500000.0,0.351
2015,AFC Bournemouth,Tokelo Rantie,tokelo rantie,Attack,38,0,0,1500000.0,0.267
2015,AFC Bournemouth,Adam Federici,adam federici,Goalkeeper,495,0,0,1000000.0,0.261
2015,AFC Bournemouth,Sylvain Distin,sylvain distin,Defender,842,0,0,750000.0,0.259
2015,AFC Bournemouth,Yann Kermorgant,yann kermorgant,Attack,169,0,0,750000.0,0.181
2015,AFC Bournemouth,Shaun MacDonald,shaun macdonald,Midfield,29,0,0,500000.0,0.105
2015,AFC Bournemouth,Ryan Allsop,ryan allsop,Goalkeeper,45,0,0,250000.0,0.005
2015,Arsenal,Mesut Özil,mesut ozil,Midfield,3048,6,19,50000000.0,0.961
2015,Arsenal,Alexis Sánchez,alexis sanchez,Attack,2445,13,5,55000000.0,0.901
2015,Arsenal,Aaron Ramsey,aaron ramsey,Midfield,2622,5,4,30000000.0,0.832
2015,Arsenal,Laurent Koscielny,laurent koscielny,Defender,2846,4,0,22000000.0,0.813
2015,Arsenal,Nacho Monreal,nacho monreal,Defender,3249,0,3,15000000.0,0.805
2015,Arsenal,Olivier Giroud,olivier giroud,Attack,2425,16,6,27000000.0,0.792
2015,Arsenal,Héctor Bellerín,hector bellerin,Defender,3240,1,5,13000000.0,0.783
2015,Arsenal,Petr Cech,petr cech,Goalkeeper,3060,0,0,12000000.0,0.749
2015,Arsenal,Theo Walcott,theo walcott,Attack,1374,5,3,25000000.0,0.651
2015,Arsenal,Per Mertesacker,per mertesacker,Defender,2049,0,0,13000000.0,0.636
2015,Arsenal,Santi Cazorla,santi cazorla,Midfield,1292,0,3,24000000.0,0.635
2015,Arsenal,Gabriel Paulista,gabriel paulista,Defender,1761,1,0,12000000.0,0.589
2015,Arsenal,Francis Coquelin,francis coquelin,Midfield,1646,0,0,12000000.0,0.575
2015,Arsenal,Alex Oxlade-Chamberlain,alex oxlade chamberlain,Midfield,924,1,1,20000000.0,0.562
2015,Arsenal,Jack Wilshere,jack wilshere,Midfield,141,0,0,25000000.0,0.499
2015,Arsenal,Danny Welbeck,danny welbeck,Attack,578,4,2,17000000.0,0.495
2015,Arsenal,Kieran Gibbs,kieran gibbs,Defender,381,1,0,13000000.0,0.431
2015,Arsenal,Joel Campbell,joel campbell,Attack,884,3,3,8000000.0,0.42
2015,Arsenal,Calum Chambers,calum chambers,Defender,315,0,0,12000000.0,0.411
2015,Arsenal,Mathieu Debuchy,mathieu debuchy,Defender,144,0,0,13000000.0,0.402
2015,Arsenal,Mohamed Elneny,mohamed elneny,Midfield,794,0,1,6000000.0,0.366
2015,Arsenal,David Ospina,david ospina,Goalkeeper,360,0,0,8000000.0,0.356
2015,Arsenal,Mathieu Flamini,mathieu flamini,Midfield,1090,0,0,4000000.0,0.342
2015,Arsenal,Mikel Arteta,mikel arteta,Midfield,162,0,1,2000000.0,0.124
2015,Arsenal,Alex Iwobi,alex iwobi,Attack,632,2,2,1000000.0,0.078
2015,Aston Villa,Idrissa Gueye,idrissa gueye,Midfield,3075,0,1,9000000.0,0.976
2015,Aston Villa,Jordan Ayew,jordan ayew,Attack,2353,7,0,7500000.0,0.839
2015,Aston Villa,Jordan Veretout,jordan veretout,Midfield,1824,0,5,8000000.0,0.786
2015,Aston Villa,Ashley Westwood,ashley westwood,Midfield,2719,2,2,4000000.0,0.741
2015,Aston Villa,Rudy Gestede,rudy gestede,Attack,1658,5,2,7000000.0,0.733
2015,Aston Villa,Jordan Amavi,jordan amavi,Defender,836,0,2,10000000.0,0.709
2015,Aston Villa,Micah Richards,micah richards,Defender,2045,1,1,5000000.0,0.705
2015,Aston Villa,Brad Guzan,brad guzan,Goalkeeper,2520,0,0,3000000.0,0.649
2015,Aston Villa,Leandro Bacuna,leandro bacuna,Midfield,2419,1,0,3000000.0,0.636
2015,Aston Villa,Carlos Sánchez,carlos sanchez,Midfield,1369,0,0,5000000.0,0.618
2015,Aston Villa,Ciaran Clark,ciaran clark,Defender,1442,1,0,4500000.0,0.603
2015,Aston Villa,Joleon Lescott,joleon lescott,Defender,2810,2,0,2000000.0,0.593
2015,Aston Villa,Jores Okore,jores okore,Defender,1080,0,0,5000000.0,0.58
2015,Aston Villa,Carles Gil,carles gil,Midfield,1440,2,1,4000000.0,0.575
2015,Aston Villa,Adama Traoré,adama traore,Attack,186,0,2,8000000.0,0.573
2015,Aston Villa,Scott Sinclair,scott sinclair,Attack,1596,2,0,3500000.0,0.564
2015,Aston Villa,Alan Hutton,alan hutton,Defender,2330,0,1,2000000.0,0.53
2015,Aston Villa,Jack Grealish,jack grealish,Attack,832,1,0,4500000.0,0.523
2015,Aston Villa,Gabriel Agbonlahor,gabriel agbonlahor,Attack,1036,1,2,3000000.0,0.456
2015,Aston Villa,Aly Cissokho,aly cissokho,Defender,1603,0,0,2000000.0,0.436
2015,Aston Villa,Libor Kozak,libor kozak,Attack,258,0,0,3500000.0,0.39
2015,Aston Villa,Kieran Richardson,kieran richardson,Defender,723,0,1,1500000.0,0.255
2015,Aston Villa,Charles N'Zogbia,charles n zogbia,Attack,41,0,0,2000000.0,0.233
2015,Aston Villa,Mark Bunn,mark bunn,Goalkeeper,900,0,0,750000.0,0.117
2015,Aston Villa,José Crespo,jose crespo,Defender,90,0,0,800000.0,0.027
2015,Chelsea,Cesc Fàbregas,cesc fabregas,Midfield,2897,5,7,45000000.0,0.882
2015,Chelsea,Eden Hazard,eden hazard,Attack,2192,4,4,70000000.0,0.874
2015,Chelsea,Diego Costa,diego costa,Attack,2378,12,7,45000000.0,0.818
2015,Chelsea,Willian,willian,Attack,2750,5,9,32000000.0,0.803
2015,Chelsea,Nemanja Matić,nemanja matic,Midfield,2420,2,3,38000000.0,0.792
2015,Chelsea,César Azpilicueta,cesar azpilicueta,Defender,3202,2,4,20000000.0,0.774
2015,Chelsea,Thibaut Courtois,thibaut courtois,Goalkeeper,2020,0,0,35000000.0,0.728
2015,Chelsea,Oscar,oscar,Midfield,1774,3,3,35000000.0,0.697
2015,Chelsea,Pedro,pedro,Attack,2043,7,3,23000000.0,0.655
2015,Chelsea,Branislav Ivanovic,branislav ivanovic,Defender,2918,2,2,11000000.0,0.631
2015,Chelsea,Gary Cahill,gary cahill,Defender,1955,2,0,17000000.0,0.589
2015,Chelsea,Kurt Zouma,kurt zouma,Defender,1918,1,0,12000000.0,0.522
2015,Chelsea,Ramires,ramires,Midfield,608,2,0,25000000.0,0.491
2015,Chelsea,Mikel John Obi,mikel john obi,Midfield,1783,0,1,10000000.0,0.472
2015,Chelsea,Asmir Begovic,asmir begovic,Goalkeeper,1397,0,0,12000000.0,0.457
2015,Chelsea,Juan Cuadrado,juan cuadrado,Midfield,26,0,0,30000000.0,0.451
2015,Chelsea,Radamel Falcao,radamel falcao,Attack,229,1,0,23000000.0,0.428
2015,Chelsea,Abdul Rahman Baba,abdul rahman baba,Defender,1016,0,1,13000000.0,0.424
2015,Chelsea,Loïc Rémy,loic remy,Attack,284,1,0,10000000.0,0.285
2015,Chelsea,Alexandre Pato,alexandre pato,Attack,131,1,0,11000000.0,0.283
2015,Chelsea,John Terry,john terry,Defender,1991,1,1,3000000.0,0.282
2015,Chelsea,Kenedy,kenedy,Attack,550,1,0,8000000.0,0.278
2015,Chelsea,Ruben Loftus-Cheek,ruben loftus cheek,Midfield,407,1,1,5000000.0,0.176
2015,Chelsea,Bertrand Traoré,bertrand traore,Attack,373,2,1,4000000.0,0.131
2015,Chelsea,Matt Miazga,matt miazga,Defender,135,0,0,2500000.0,0.017
2015,Crystal Palace,Yohan Cabaye,yohan cabaye,Midfield,2702,5,1,18000000.0,0.943
2015,Crystal Palace,Pape Souaré,pape souare,Defender,3015,0,1,6000000.0,0.856
2015,Crystal Palace,Scott Dann,scott dann,Defender,3150,5,1,5000000.0,0.852
2015,Crystal Palace,Wilfried Zaha,wilfried zaha,Attack,2492,2,5,8000000.0,0.823
2015,Crystal Palace,Yannick Bolasie,yannick bolasie,Attack,2077,5,4,12000000.0,0.817
2015,Crystal Palace,Joel Ward,joel ward,Defender,2692,2,1,5000000.0,0.794
2015,Crystal Palace,Jason Puncheon,jason puncheon,Midfield,2624,2,3,5000000.0,0.785
2015,Crystal Palace,James McArthur,james mcarthur,Midfield,2192,2,2,7000000.0,0.769
2015,Crystal Palace,Wayne Hennessey,wayne hennessey,Goalkeeper,2610,0,0,3000000.0,0.724
2015,Crystal Palace,Damien Delaney,damien delaney,Defender,2880,2,3,2000000.0,0.712
2015,Crystal Palace,Mile Jedinak,mile jedinak,Midfield,1531,0,0,6000000.0,0.667
2015,Crystal Palace,Bakary Sako,bakary sako,Attack,1071,2,1,8000000.0,0.642
2015,Crystal Palace,Connor Wickham,connor wickham,Attack,1326,5,3,6000000.0,0.641
2015,Crystal Palace,Martin Kelly,martin kelly,Defender,1043,0,0,4000000.0,0.559
2015,Crystal Palace,Joe Ledley,joe ledley,Midfield,980,1,0,4000000.0,0.551
2015,Crystal Palace,Jordon Mutch,jordon mutch,Midfield,796,0,0,4000000.0,0.527
2015,Crystal Palace,Dwight Gayle,dwight gayle,Attack,769,3,0,3000000.0,0.491
2015,Crystal Palace,Alex McCarthy,alex mccarthy,Goalkeeper,630,0,0,3000000.0,0.473
2015,Crystal Palace,Fraizer Campbell,fraizer campbell,Attack,358,0,0,3500000.0,0.456
2015,Crystal Palace,Emmanuel Adebayor,emmanuel adebayor,Attack,616,1,1,2500000.0,0.45
2015,Crystal Palace,Chung-yong Lee,chung yong lee,Attack,385,1,0,2000000.0,0.395
2015,Crystal Palace,Adrian Mariappa,adrian mariappa,Defender,256,0,0,2000000.0,0.379
2015,Crystal Palace,Marouane Chamakh,marouane chamakh,Attack,252,0,0,2000000.0,0.378
2015,Crystal Palace,Brede Hangeland,brede hangeland,Defender,630,0,0,1000000.0,0.346
2015,Crystal Palace,Jonathan Williams,jonathan williams,Midfield,10,0,0,1000000.0,0.267
2015,Crystal Palace,Julián Speroni,julian speroni,Goalkeeper,180,0,0,500000.0,0.209
2015,Crystal Palace,Sullay Kaikai,sullay kaikai,Attack,45,0,0,100000.0,0.006
2015,Everton,Romelu Lukaku,romelu lukaku,Attack,3174,18,7,35000000.0,1.0
2015,Everton,John Stones,john stones,Defender,2779,0,0,30000000.0,0.928
2015,Everton,Ross Barkley,ross barkley,Midfield,3086,8,8,21000000.0,0.917
2015,Everton,Séamus Coleman,seamus coleman,Defender,2386,1,3,19000000.0,0.814
2015,Everton,James McCarthy,james mccarthy,Midfield,2435,2,2,17000000.0,0.805
2015,Everton,Ramiro Funes Mori,ramiro funes mori,Defender,2191,4,1,10000000.0,0.699
2015,Everton,Leighton Baines,leighton baines,Defender,1477,2,2,17000000.0,0.684
2015,Everton,Tom Cleverley,tom cleverley,Midfield,1614,2,5,9000000.0,0.612
2015,Everton,Kevin Mirallas,kevin mirallas,Midfield,1005,4,2,13000000.0,0.587
2015,Everton,Gareth Barry,gareth barry,Midfield,2836,0,2,2500000.0,0.585
2015,Everton,Gerard Deulofeu,gerard deulofeu,Attack,1384,2,9,9000000.0,0.583
2015,Everton,Aaron Lennon,aaron lennon,Attack,1540,5,1,6000000.0,0.545
2015,Everton,Phil Jagielka,phil jagielka,Defender,1852,0,0,4500000.0,0.544
2015,Everton,Tim Howard,tim howard,Goalkeeper,2250,0,0,2000000.0,0.479
2015,Everton,Oumar Niasse,oumar niasse,Attack,142,0,0,13000000.0,0.478
2015,Everton,Muhamed Besic,muhamed besic,Midfield,556,0,0,6000000.0,0.421
2015,Everton,Arouna Koné,arouna kone,Attack,1459,5,3,2500000.0,0.411
2015,Everton,Joel Robles,joel robles,Goalkeeper,1170,0,0,3000000.0,0.4
2015,Everton,Bryan Oviedo,bryan oviedo,Defender,998,0,1,3000000.0,0.379
2015,Everton,Brendan Galloway,brendan galloway,Defender,1222,0,1,1500000.0,0.309
2015,Everton,Darron Gibson,darron gibson,Midfield,239,0,1,2500000.0,0.257
2015,Everton,Steven Pienaar,steven pienaar,Midfield,118,0,0,1500000.0,0.17
2015,Everton,Leon Osman,leon osman,Midfield,218,0,0,1000000.0,0.125
2015,Everton,Tony Hibbert,tony hibbert,Defender,45,0,0,500000.0,0.006
2015,Leicester City,Riyad Mahrez,riyad mahrez,Attack,3055,17,10,20000000.0,0.957
2015,Leicester City,Jamie Vardy,jamie vardy,Attack,3139,24,8,12000000.0,0.884
2015,Leicester City,N'Golo Kanté,n golo kante,Midfield,3020,1,4,10000000.0,0.84
2015,Leicester City,Kasper Schmeichel,kasper schmeichel,Goalkeeper,3420,0,0,5000000.0,0.775
2015,Leicester City,Robert Huth,robert huth,Defender,3150,3,0,6000000.0,0.773
2015,Leicester City,Danny Drinkwater,danny drinkwater,Midfield,3039,3,8,6000000.0,0.76
2015,Leicester City,Shinji Okazaki,shinji okazaki,Attack,2072,5,2,10000000.0,0.73
2015,Leicester City,Christian Fuchs,christian fuchs,Defender,2710,0,4,4500000.0,0.674
2015,Leicester City,Marc Albrighton,marc albrighton,Midfield,2767,2,7,4000000.0,0.662
2015,Leicester City,Wes Morgan,wes morgan,Defender,3420,2,0,2500000.0,0.662
2015,Leicester City,Danny Simpson,danny simpson,Defender,2613,0,0,3000000.0,0.597
2015,Leicester City,Jeffrey Schlupp,jeffrey schlupp,Midfield,1382,1,3,7000000.0,0.591
2015,Leicester City,Leonardo Ulloa,leonardo ulloa,Attack,968,6,3,8000000.0,0.564
2015,Leicester City,Gökhan Inler,gokhan inler,Midfield,195,0,0,7500000.0,0.463
2015,Leicester City,Andrej Kramaric,andrej kramaric,Attack,22,0,0,8000000.0,0.454
2015,Leicester City,Demarai Gray,demarai gray,Attack,177,0,1,6000000.0,0.425
2015,Leicester City,Andy King,andy king,Midfield,1049,2,2,3000000.0,0.414
2015,Leicester City,Daniel Amartey,daniel amartey,Defender,102,0,0,5000000.0,0.386
2015,Leicester City,Nathan Dyer,nathan dyer,Attack,232,1,1,4000000.0,0.365
2015,Leicester City,Ritchie De Laet,ritchie de laet,Defender,656,1,0,2500000.0,0.339
2015,Leicester City,Yohan Benalouane,yohan benalouane,Defender,65,0,0,1300000.0,0.163
2015,Leicester City,Marcin Wasilewski,marcin wasilewski,Defender,302,0,0,500000.0,0.035
2015,Liverpool,Nathaniel Clyne,nathaniel clyne,Defender,2970,1,0,20000000.0,0.931
2015,Liverpool,Simon Mignolet,simon mignolet,Goalkeeper,3060,0,0,12000000.0,0.89
2015,Liverpool,Roberto Firmino,roberto firmino,Attack,1983,10,8,35000000.0,0.859
2015,Liverpool,Philippe Coutinho,philippe coutinho,Midfield,2003,8,5,32000000.0,0.853
2015,Liverpool,Alberto Moreno,alberto moreno,Defender,2547,1,4,15000000.0,0.846
2015,Liverpool,Emre Can,emre can,Defender,2492,1,0,15000000.0,0.839
2015,Liverpool,James Milner,james milner,Midfield,2416,5,11,14000000.0,0.822
2015,Liverpool,Adam Lallana,adam lallana,Midfield,2114,4,6,18000000.0,0.808
2015,Liverpool,Christian Benteke,christian benteke,Attack,1520,9,3,30000000.0,0.783
2015,Liverpool,Mamadou Sakho,mamadou sakho,Defender,1855,1,0,18000000.0,0.774
2015,Liverpool,Dejan Lovren,dejan lovren,Defender,1897,0,0,13000000.0,0.747
2015,Liverpool,Jordan Henderson,jordan henderson,Midfield,1293,2,3,28000000.0,0.746
2015,Liverpool,Lucas Leiva,lucas leiva,Midfield,1954,0,1,12000000.0,0.746
2015,Liverpool,Martin Skrtel,martin skrtel,Defender,1886,1,0,13000000.0,0.745
2015,Liverpool,Daniel Sturridge,daniel sturridge,Attack,980,8,1,25000000.0,0.694
2015,Liverpool,Jordon Ibe,jordon ibe,Attack,1174,1,2,7000000.0,0.589
2015,Liverpool,Divock Origi,divock origi,Attack,664,5,1,9000000.0,0.548
2015,Liverpool,Joe Allen,joe allen,Midfield,729,2,1,8000000.0,0.544
2015,Liverpool,Danny Ings,danny ings,Attack,340,2,0,12000000.0,0.535
2015,Liverpool,Jon Flanagan,jon flanagan,Defender,421,0,1,7000000.0,0.49
2015,Liverpool,Kolo Touré,kolo toure,Defender,859,1,0,2000000.0,0.419
2015,Liverpool,Joe Gomez,joe gomez,Defender,438,0,1,2500000.0,0.387
2015,Liverpool,Ádám Bogdán,adam bogdan,Goalkeeper,180,0,0,2000000.0,0.33
2015,Liverpool,Danny Ward,danny ward,Goalkeeper,180,0,0,1000000.0,0.259
2015,Liverpool,Kevin Stewart,kevin stewart,Midfield,564,0,0,500000.0,0.239
2015,Liverpool,Sheyi Ojo,sheyi ojo,Attack,396,0,3,500000.0,0.217
2015,Liverpool,Sergi Canós,sergi canos,Attack,9,0,0,750000.0,0.208
2015,Liverpool,João Carlos Teixeira,joao carlos teixeira,Midfield,3,0,0,750000.0,0.207
2015,Liverpool,Connor Randall,connor randall,Defender,163,0,0,250000.0,0.115
2015,Liverpool,Pedro Chirivella,pedro chirivella,Midfield,45,0,0,100000.0,0.006
2015,Manchester City,Sergio Agüero,sergio aguero,Attack,2374,24,2,60000000.0,0.905
2015,Manchester City,Kevin De Bruyne,kevin de bruyne,Midfield,2003,7,9,60000000.0,0.858
2015,Manchester City,Nicolás Otamendi,nicolas otamendi,Defender,2672,1,0,32000000.0,0.833
2015,Manchester City,Fernandinho,fernandinho,Midfield,2732,2,3,28000000.0,0.817
2015,Manchester City,Raheem Sterling,raheem sterling,Attack,1924,6,2,50000000.0,0.815
2015,Manchester City,Joe Hart,joe hart,Goalkeeper,3110,0,0,16000000.0,0.767
2015,Manchester City,David Silva,david silva,Midfield,1801,2,11,38000000.0,0.751
2015,Manchester City,Eliaquim Mangala,eliaquim mangala,Defender,2010,0,0,26000000.0,0.711
2015,Manchester City,Yaya Touré,yaya toure,Midfield,2332,6,5,20000000.0,0.706
2015,Manchester City,Jesús Navas,jesus navas,Midfield,2279,0,7,20000000.0,0.699
2015,Manchester City,Vincent Kompany,vincent kompany,Defender,1179,2,0,30000000.0,0.629
2015,Manchester City,Aleksandar Kolarov,aleksandar kolarov,Defender,2281,3,4,11000000.0,0.594
2015,Manchester City,Wilfried Bony,wilfried bony,Attack,1223,4,3,23000000.0,0.588
2015,Manchester City,Fernando,fernando,Midfield,1697,2,0,16000000.0,0.585
2015,Manchester City,Bacary Sagna,bacary sagna,Defender,2448,0,3,7000000.0,0.536
2015,Manchester City,Samir Nasri,samir nasri,Midfield,536,2,3,21000000.0,0.484
2015,Manchester City,Pablo Zabaleta,pablo zabaleta,Defender,1062,0,1,14000000.0,0.48
2015,Manchester City,Gaël Clichy,gael clichy,Defender,1088,0,1,9000000.0,0.405
2015,Manchester City,Fabian Delph,fabian delph,Midfield,753,2,0,10000000.0,0.381
2015,Manchester City,Kelechi Iheanacho,kelechi iheanacho,Attack,753,8,2,5000000.0,0.258
2015,Manchester City,Martín Demichelis,martin demichelis,Defender,1015,0,0,2000000.0,0.131
2015,Manchester City,Willy Caballero,willy caballero,Goalkeeper,310,0,0,3000000.0,0.111
2015,Manchester City,Patrick Roberts,patrick roberts,Attack,4,0,0,2500000.0,0.04
2015,Manchester United,David de Gea,david de gea,Goalkeeper,3060,0,0,35000000.0,0.97
2015,Manchester United,Juan Mata,juan mata,Midfield,2899,6,7,34000000.0,0.946
2015,Manchester United,Wayne Rooney,wayne rooney,Attack,2410,8,6,40000000.0,0.906
2015,Manchester United,Chris Smalling,chris smalling,Defender,3150,0,0,19000000.0,0.898
2015,Manchester United,Anthony Martial,anthony martial,Attack,2632,11,4,30000000.0,0.895
2015,Manchester United,Daley Blind,daley blind,Defender,3116,1,1,19000000.0,0.894
2015,Manchester United,Morgan Schneiderlin,morgan schneiderlin,Midfield,2204,1,0,30000000.0,0.84
2015,Manchester United,Ander Herrera,ander herrera,Midfield,1533,3,2,28000000.0,0.746
2015,Manchester United,Memphis Depay,memphis depay,Attack,1475,2,1,25000000.0,0.723
2015,Manchester United,Matteo Darmian,matteo darmian,Defender,1929,1,0,15000000.0,0.711
2015,Manchester United,Marcos Rojo,marcos rojo,Defender,1252,0,1,18000000.0,0.65
2015,Manchester United,Marouane Fellaini,marouane fellaini,Midfield,1070,1,0,19000000.0,0.634
2015,Manchester United,Bastian Schweinsteiger,bastian schweinsteiger,Midfield,1201,1,1,15000000.0,0.618
2015,Manchester United,Luke Shaw,luke shaw,Defender,450,0,1,21000000.0,0.569
2015,Manchester United,Ashley Young,ashley young,Defender,1063,1,3,10000000.0,0.545
2015,Manchester United,Michael Carrick,michael carrick,Midfield,1975,0,0,4000000.0,0.536
2015,Manchester United,Phil Jones,phil jones,Defender,529,0,0,15000000.0,0.533
2015,Manchester United,Jesse Lingard,jesse lingard,Midfield,1635,4,1,5000000.0,0.523
2015,Manchester United,Antonio Valencia,antonio valencia,Defender,857,0,3,8000000.0,0.488
2015,Manchester United,Chicharito,chicharito,Attack,23,0,0,10000000.0,0.413
2015,Manchester United,Adnan Januzaj,adnan januzaj,Attack,144,1,0,7000000.0,0.38
2015,Manchester United,Sergio Romero,sergio romero,Goalkeeper,360,0,0,5000000.0,0.361
2015,Manchester United,Marcus Rashford,marcus rashford,Attack,861,5,2,3000000.0,0.355
2015,Manchester United,Paddy McNair,paddy mcnair,Defender,310,0,0,4500000.0,0.34
2015,Manchester United,Cameron Borthwick-Jackson,cameron borthwick jackson,Defender,692,0,1,1500000.0,0.238
2015,Manchester United,Nick Powell,nick powell,Midfield,16,0,0,2000000.0,0.192
2015,Manchester United,James Wilson,james wilson,Attack,8,0,0,2000000.0,0.191
2015,Manchester United,Will Keane,will keane,Attack,4,0,0,1000000.0,0.095
2015,Manchester United,Guillermo Varela,guillermo varela,Defender,315,0,0,500000.0,0.04
2015,Manchester United,Andreas Pereira,andreas pereira,Midfield,80,0,0,500000.0,0.01
2015,Newcastle United,Georginio Wijnaldum,georginio wijnaldum,Midfield,3168,11,5,20000000.0,0.993
2015,Newcastle United,Moussa Sissoko,moussa sissoko,Midfield,3222,1,8,15000000.0,0.953
2015,Newcastle United,Chancel Mbemba,chancel mbemba,Defender,2924,0,0,10000000.0,0.85
2015,Newcastle United,Aleksandar Mitrović,aleksandar mitrovic,Attack,2116,9,4,14000000.0,0.805
2015,Newcastle United,Daryl Janmaat,daryl janmaat,Defender,2755,2,4,7500000.0,0.782
2015,Newcastle United,Jack Colback,jack colback,Midfield,2397,1,1,7500000.0,0.738
2015,Newcastle United,Ayoze Pérez,ayoze perez,Attack,2047,6,2,8000000.0,0.705
2015,Newcastle United,Andros Townsend,andros townsend,Attack,1153,4,2,9000000.0,0.613
2015,Newcastle United,Vurnon Anita,vurnon anita,Midfield,2108,1,3,4000000.0,0.6
2015,Newcastle United,Florian Thauvin,florian thauvin,Attack,420,0,0,14000000.0,0.594
2015,Newcastle United,Papiss Cissé,papiss cisse,Attack,1069,3,0,7500000.0,0.573
2015,Newcastle United,Cheik Tioté,cheik tiote,Midfield,1225,0,0,6000000.0,0.556
2015,Newcastle United,Paul Dummett,paul dummett,Defender,1896,1,0,3500000.0,0.552
2015,Newcastle United,Tim Krul,tim krul,Goalkeeper,720,0,0,8000000.0,0.54
2015,Newcastle United,Seydou Doumbia,seydou doumbia,Attack,29,0,0,12000000.0,0.521
2015,Newcastle United,Fabricio Coloccini,fabricio coloccini,Defender,2293,1,0,2000000.0,0.51
2015,Newcastle United,Siem de Jong,siem de jong,Midfield,446,0,1,7000000.0,0.485
2015,Newcastle United,Jamaal Lascelles,jamaal lascelles,Defender,1149,2,0,3000000.0,0.434
2015,Newcastle United,Rob Elliot,rob elliot,Goalkeeper,1890,0,0,1500000.0,0.413
